Trigger_Date,2023/06/19
Trigger_Time,T 13:58:25.089 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.558
Time (ms),Voltage (V),Current (A)
-16.67,13.617,0.447
-16.64,16.425,0.401
-16.6,20.004,0.619
-16.57,14.389,1.799
-16.54,14.74,1.661
-16.51,20.636,2.36
-16.47,24.812,1.902
-16.44,27.374,0.802
-16.41,28.603,0.962
-16.38,30.673,1.306
-16.34,33.867,1.97
-16.31,38.359,2.6
-16.28,42.992,2.761
-16.25,47.028,2.658
-16.21,50.362,2.646
-16.18,53.204,2.612
-16.15,56.012,2.784
-16.12,59.241,3.139
-16.08,62.715,3.402
-16.05,66.26,3.597
-16.02,69.804,3.769
-15.99,73.279,3.918
-15.95,76.543,4.09
-15.92,79.701,4.193
-15.89,82.79,4.365
-15.86,85.878,4.628
-15.82,89.107,4.823
-15.79,91.949,4.96
-15.76,94.547,5.258
-15.73,97.284,5.499
-15.69,99.986,5.785
-15.66,103.004,6.14
-15.63,106.163,6.381
-15.6,109.251,6.679
-15.56,112.41,7.057
-15.53,115.569,7.412
-15.5,118.517,7.675
-15.47,121.64,8.053
-15.43,124.728,8.237
-15.4,127.501,8.477
-15.37,130.309,8.867
-15.33,133.257,9.187
-15.3,136.555,9.68
-15.27,139.925,10.001
-15.24,142.978,10.195
-15.2,145.68,10.47
-15.17,148.347,10.814
-15.14,151.331,11.112
-15.11,154.279,11.41
-15.07,157.332,11.662
-15.04,160.28,11.983
-15.01,163.158,12.303
-14.98,166.0,12.59
-14.94,168.913,12.968
-14.91,171.861,13.197
-14.88,174.669,13.518
-14.85,177.617,13.896
-14.81,180.46,14.067
-14.78,183.092,14.285
-14.75,185.794,14.606
-14.72,188.356,14.686
-14.68,190.742,14.892
-14.65,192.989,15.041
-14.62,195.2,15.167
-14.59,197.621,15.362
-14.55,200.043,15.35
-14.52,202.219,15.465
-14.49,204.149,15.568
-14.46,206.149,15.591
-14.42,208.08,15.728
-14.39,209.975,15.763
-14.36,211.94,15.854
-14.33,213.905,16.026
-14.29,215.836,16.026
-14.26,217.59,16.141
-14.23,219.31,16.301
-14.2,221.065,16.416
-14.16,222.82,16.473
-14.13,224.504,16.622
-14.1,226.118,16.748
-14.07,227.768,16.897
-14.03,229.453,17.08
-14.0,231.067,17.298
-13.97,232.962,17.573
-13.93,234.752,17.768
-13.9,236.226,17.871
-13.87,237.7,18.134
-13.84,239.349,18.375
-13.8,240.788,18.386
-13.77,242.087,18.604
-13.74,243.701,18.89
-13.71,245.386,18.982
-13.67,246.649,19.085
-13.64,247.878,19.314
-13.61,249.141,19.509
-13.58,250.51,19.772
-13.54,252.124,20.059
-13.51,253.668,20.196
-13.48,255.037,20.471
-13.45,256.335,20.666
-13.41,257.494,20.746
-13.38,258.546,20.918
-13.35,259.81,21.032
-13.32,261.073,21.216
-13.28,262.267,21.399
-13.25,263.39,21.491
-13.22,264.513,21.72
-13.19,265.776,21.926
-13.15,266.934,22.166
-13.12,267.987,22.441
-13.09,269.005,22.545
-13.06,269.917,22.682
-13.02,271.04,22.945
-12.99,272.269,22.968
-12.96,273.286,23.152
-12.93,274.234,23.495
-12.89,275.076,23.564
-12.86,275.883,23.793
-12.83,276.761,23.816
-12.8,277.463,23.805
-12.76,278.305,24.011
-12.73,279.077,24.034
-12.7,279.709,24.091
-12.67,280.13,24.251
-12.63,280.656,24.263
-12.6,281.393,24.389
-12.57,281.744,24.332
-12.53,281.99,24.251
-12.5,282.587,24.492
-12.47,283.289,24.618
-12.44,283.464,24.515
-12.4,283.359,24.549
-12.37,283.499,24.733
-12.34,283.604,24.572
-12.31,283.218,24.412
-12.27,282.797,24.366
-12.24,282.797,24.194
-12.21,283.008,24.206
-12.18,282.727,23.919
-12.14,281.885,23.667
-12.11,281.078,23.644
-12.08,280.481,23.507
-12.05,279.814,23.358
-12.01,279.182,23.175
-11.98,278.516,22.957
-11.95,277.498,22.831
-11.92,276.445,22.671
-11.88,275.462,22.43
-11.85,274.409,22.075
-11.82,273.041,21.834
-11.79,271.532,21.674
-11.75,270.128,21.365
-11.72,268.794,21.25
-11.69,267.601,21.055
-11.66,266.092,20.735
-11.62,264.478,20.54
-11.59,262.863,20.425
-11.56,261.389,20.299
-11.53,259.81,20.173
-11.49,258.16,20.013
-11.46,256.511,19.841
-11.43,254.791,19.669
-11.4,252.966,19.555
-11.36,251.212,19.463
-11.33,249.422,19.303
-11.3,247.456,19.131
-11.27,245.596,18.993
-11.23,243.947,18.959
-11.2,242.262,18.844
-11.17,240.262,18.684
-11.13,238.507,18.753
-11.1,236.998,18.787
-11.07,235.278,18.592
-11.04,232.927,18.466
-11.0,230.576,18.547
-10.97,228.786,18.466
-10.94,227.136,18.329
-10.91,225.276,18.134
-10.87,223.381,17.974
-10.84,221.626,18.02
-10.81,219.696,17.951
-10.78,217.45,17.848
-10.74,215.344,17.962
-10.71,213.625,18.008
-10.68,211.835,17.882
-10.65,210.01,17.859
-10.61,207.939,17.768
-10.58,205.763,17.664
-10.55,203.903,17.733
-10.52,201.973,17.481
-10.48,199.797,17.286
-10.45,197.797,17.458
-10.42,195.761,17.252
-10.39,193.375,17.057
-10.35,191.269,17.137
-10.32,189.409,17.0
-10.29,187.198,16.794
-10.26,184.741,16.679
-10.22,182.425,16.416
-10.19,180.038,16.221
-10.16,177.722,16.198
-10.13,175.441,15.946
-10.09,173.055,15.832
-10.06,170.808,15.648
-10.03,168.422,15.293
-10.0,165.755,15.087
-9.96,163.087,15.041
-9.93,160.42,14.743
-9.9,157.858,14.56
-9.87,155.507,14.434
-9.83,153.156,13.976
-9.8,150.348,13.632
-9.77,147.54,13.666
-9.73,144.768,13.403
-9.7,142.03,13.162
-9.67,139.293,12.945
-9.64,136.485,12.429
-9.6,133.607,12.315
-9.57,130.975,12.051
-9.54,128.027,11.627
-9.51,124.623,11.364
-9.47,121.254,11.043
-9.44,118.13,10.596
-9.41,114.902,10.173
-9.38,111.568,9.691
-9.34,108.269,9.29
-9.31,104.865,8.878
-9.28,101.39,8.523
-9.25,97.845,8.145
-9.21,94.301,7.698
-9.18,90.721,7.217
-9.15,87.001,6.759
-9.12,83.386,6.404
-9.08,79.842,6.037
-9.05,76.262,5.636
-9.02,72.787,5.35
-8.99,69.348,5.075
-8.95,65.839,4.766
-8.92,62.224,4.456
-8.89,58.609,4.135
-8.86,54.959,3.861
-8.82,51.66,3.631
-8.79,48.291,3.322
-8.76,44.852,3.093
-8.73,41.202,3.001
-8.69,37.657,2.875
-8.66,35.832,2.509
-8.63,40.009,1.1
-8.6,42.009,-0.71
-8.56,33.235,-1.409
-8.53,25.655,-0.63
-8.5,23.689,-0.183
-8.47,21.794,-0.584
-8.43,14.214,-1.398
-8.4,3.053,-1.398
-8.37,-5.65,-0.928
-8.33,-9.862,-0.412
-8.3,-13.441,-0.745
-8.27,-17.477,-0.389
-8.24,-12.073,-1.409
-8.2,-13.687,-2.726
-8.17,-20.461,-1.718
-8.14,-24.321,-1.546
-8.11,-26.778,-0.985
-8.07,-28.252,-0.779
-8.04,-30.568,-1.317
-8.01,-34.148,-2.108
-7.98,-38.78,-2.555
-7.94,-43.237,-2.681
-7.91,-47.168,-2.612
-7.88,-50.362,-2.589
-7.85,-53.099,-2.6
-7.81,-55.872,-2.761
-7.78,-58.96,-3.059
-7.75,-62.259,-3.311
-7.72,-65.698,-3.494
-7.68,-69.102,-3.677
-7.65,-72.507,-3.815
-7.62,-75.7,-3.987
-7.59,-78.929,-4.158
-7.55,-82.193,-4.353
-7.52,-85.457,-4.536
-7.49,-88.826,-4.788
-7.46,-92.02,-4.983
-7.42,-95.038,-5.109
-7.39,-97.705,-5.327
-7.36,-100.197,-5.567
-7.33,-102.829,-5.865
-7.29,-105.672,-6.266
-7.26,-108.83,-6.621
-7.23,-111.884,-6.885
-7.2,-114.972,-7.148
-7.16,-118.06,-7.469
-7.13,-121.254,-7.847
-7.1,-124.272,-8.145
-7.07,-127.255,-8.5
-7.03,-130.168,-8.821
-7.0,-133.292,-9.187
-6.97,-136.485,-9.657
-6.93,-139.574,-9.898
-6.9,-142.487,-10.138
-6.87,-145.259,-10.528
-6.84,-148.102,-10.848
-6.8,-151.155,-11.181
-6.77,-154.314,-11.559
-6.74,-157.437,-11.845
-6.71,-160.455,-12.166
-6.67,-163.368,-12.441
-6.64,-166.106,-12.716
-6.61,-168.878,-12.945
-6.58,-171.756,-13.162
-6.54,-174.493,-13.437
-6.51,-177.231,-13.678
-6.48,-180.144,-14.022
-6.45,-183.092,-14.297
-6.41,-185.654,-14.445
-6.38,-188.145,-14.755
-6.35,-190.567,-14.972
-6.32,-192.848,-15.11
-6.28,-195.2,-15.27
-6.25,-197.516,-15.373
-6.22,-199.692,-15.442
-6.19,-202.078,-15.602
-6.15,-204.395,-15.637
-6.12,-206.325,-15.66
-6.09,-208.115,-15.889
-6.06,-210.045,-15.946
-6.02,-212.045,-15.98
-5.99,-214.011,-16.095
-5.96,-215.976,-16.278
-5.93,-217.976,-16.404
-5.89,-219.801,-16.565
-5.86,-221.626,-16.668
-5.83,-223.17,-16.805
-5.8,-224.925,-17.023
-5.76,-226.68,-17.092
-5.73,-228.365,-17.183
-5.7,-230.154,-17.344
-5.67,-231.874,-17.584
-5.63,-233.488,-17.745
-5.6,-235.138,-17.905
-5.57,-236.542,-17.962
-5.53,-237.981,-18.18
-5.5,-239.665,-18.421
-5.47,-241.069,-18.524
-5.44,-242.543,-18.867
-5.4,-244.122,-19.028
-5.37,-245.526,-19.165
-5.34,-246.965,-19.371
-5.31,-248.404,-19.394
-5.27,-249.702,-19.612
-5.24,-251.071,-19.898
-5.21,-252.686,-20.059
-5.18,-254.124,-20.23
-5.14,-255.388,-20.46
-5.11,-256.651,-20.654
-5.08,-257.669,-20.757
-5.05,-258.617,-20.895
-5.01,-259.74,-21.078
-4.98,-261.108,-21.227
-4.95,-262.337,-21.261
-4.92,-263.319,-21.468
-4.88,-264.513,-21.685
-4.85,-265.811,-21.914
-4.82,-266.899,-22.109
-4.79,-267.741,-22.235
-4.75,-268.794,-22.43
-4.72,-270.023,-22.522
-4.69,-271.111,-22.739
-4.66,-272.163,-23.014
-4.62,-273.146,-23.266
-4.59,-274.129,-23.45
-4.56,-274.901,-23.45
-4.53,-275.673,-23.644
-4.49,-276.48,-23.747
-4.46,-277.217,-23.816
-4.43,-277.919,-23.942
-4.4,-278.867,-24.137
-4.36,-279.674,-24.16
-4.33,-280.025,-24.114
-4.3,-280.376,-24.263
-4.27,-280.727,-24.16
-4.23,-281.253,-24.274
-4.2,-281.744,-24.377
-4.17,-281.955,-24.24
-4.13,-282.166,-24.4
-4.1,-282.657,-24.549
-4.07,-282.973,-24.481
-4.04,-283.008,-24.481
-4.0,-282.727,-24.492
-3.97,-282.552,-24.366
-3.94,-282.306,-24.206
-3.91,-282.236,-24.114
-3.87,-282.271,-23.976
-3.84,-281.99,-23.885
-3.81,-281.323,-23.702
-3.78,-280.692,-23.598
-3.74,-280.165,-23.472
-3.71,-279.428,-23.209
-3.68,-278.586,-23.209
-3.65,-277.779,-23.106
-3.61,-277.042,-22.911
-3.58,-276.375,-22.751
-3.55,-275.357,-22.441
-3.52,-274.023,-22.292
-3.48,-272.62,-22.166
-3.45,-271.251,-21.823
-3.42,-270.128,-21.708
-3.39,-269.145,-21.628
-3.35,-268.022,-21.433
-3.32,-266.653,-21.342
-3.29,-265.25,-21.25
-3.26,-263.776,-20.952
-3.22,-262.126,-20.735
-3.19,-260.477,-20.528
-3.16,-258.757,-20.288
-3.13,-257.072,-20.093
-3.09,-255.493,-19.841
-3.06,-253.809,-19.726
-3.03,-251.843,-19.555
-3.0,-249.738,-19.314
-2.96,-247.772,-19.234
-2.93,-245.912,-19.165
-2.9,-244.263,-18.947
-2.87,-242.613,-18.856
-2.83,-240.788,-18.695
-2.8,-238.963,-18.695
-2.77,-237.279,-18.741
-2.73,-235.384,-18.512
-2.7,-233.102,-18.478
-2.67,-230.962,-18.443
-2.64,-229.137,-18.329
-2.6,-227.417,-18.283
-2.57,-225.592,-18.123
-2.54,-223.521,-17.997
-2.51,-221.696,-18.146
-2.47,-219.836,-17.951
-2.44,-217.696,-17.745
-2.41,-215.555,-17.779
-2.38,-213.449,-17.699
-2.34,-211.273,-17.607
-2.31,-209.448,-17.687
-2.28,-207.904,-17.584
-2.25,-205.904,-17.527
-2.21,-203.728,-17.538
-2.18,-201.447,-17.424
-2.15,-199.236,-17.412
-2.12,-197.446,-17.367
-2.08,-195.656,-17.069
-2.05,-193.655,-17.069
-2.02,-191.585,-17.057
-1.99,-189.268,-16.92
-1.95,-187.022,-16.885
-1.92,-185.057,-16.737
-1.89,-182.6,-16.519
-1.86,-180.144,-16.244
-1.82,-177.757,-16.072
-1.79,-175.441,-15.912
-1.76,-173.055,-15.671
-1.73,-170.668,-15.488
-1.69,-168.106,-15.259
-1.66,-165.579,-15.007
-1.63,-163.087,-14.789
-1.6,-160.315,-14.514
-1.56,-157.542,-14.342
-1.53,-155.121,-14.102
-1.5,-152.664,-13.838
-1.47,-149.892,-13.575
-1.43,-146.979,-13.277
-1.4,-144.136,-13.014
-1.37,-141.399,-12.819
-1.33,-138.802,-12.521
-1.3,-136.169,-12.361
-1.27,-133.327,-12.257
-1.24,-130.273,-11.856
-1.2,-127.115,-11.547
-1.17,-124.097,-11.261
-1.14,-121.114,-10.917
-1.11,-117.955,-10.459
-1.07,-114.621,-10.012
-1.04,-111.322,-9.634
-1.01,-107.988,-9.336
-0.98,-104.549,-8.958
-0.94,-101.144,-8.546
-0.91,-97.775,-8.225
-0.88,-94.266,-7.732
-0.85,-90.721,-7.343
-0.81,-87.247,-6.976
-0.78,-83.667,-6.484
-0.75,-80.122,-6.094
-0.72,-76.613,-5.774
-0.68,-73.314,-5.43
-0.65,-69.734,-5.052
-0.62,-66.225,-4.788
-0.59,-62.68,-4.513
-0.55,-59.241,-4.273
-0.52,-55.907,-4.113
-0.49,-52.713,-3.941
-0.46,-49.309,-3.574
-0.42,-45.624,-3.425
-0.39,-41.939,-3.265
-0.36,-38.429,-2.875
-0.33,-36.885,-2.348
-0.29,-41.307,-1.386
-0.26,-42.921,0.802
-0.23,-33.2,1.398
