Trigger_Date,2023/06/19
Trigger_Time,T 11:24:55.922 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.533
Time (ms),Voltage (V),Current (A)
-16.66,8.844,0.756
-16.62,13.863,0.882
-16.59,19.092,0.584
-16.56,18.881,0.195
-16.53,13.336,1.718
-16.49,16.67,3.013
-16.46,22.531,2.36
-16.43,26.321,1.535
-16.4,28.111,1.146
-16.36,29.866,1.592
-16.33,33.305,2.795
-16.3,38.499,3.803
-16.27,43.167,4.135
-16.23,46.15,4.342
-16.2,48.291,5.04
-16.17,50.958,5.923
-16.14,54.398,6.404
-16.1,57.977,6.77
-16.07,61.171,7.137
-16.04,64.084,7.423
-16.01,67.102,7.893
-15.97,70.647,8.5
-15.94,74.297,8.901
-15.91,77.35,9.325
-15.88,80.263,9.955
-15.84,83.632,10.677
-15.81,87.036,11.158
-15.78,90.054,11.604
-15.75,93.037,12.086
-15.71,95.88,12.487
-15.68,98.582,12.899
-15.65,101.671,13.46
-15.62,104.97,13.838
-15.58,107.918,14.125
-15.55,110.936,14.697
-15.52,114.165,15.293
-15.49,117.218,15.751
-15.45,120.201,16.381
-15.42,123.289,16.908
-15.39,126.413,17.344
-15.36,129.221,17.871
-15.32,132.169,18.455
-15.29,135.397,19.073
-15.26,138.731,19.6
-15.23,141.75,20.093
-15.19,144.452,20.597
-15.16,147.295,21.227
-15.13,150.348,21.777
-15.1,153.366,22.189
-15.06,156.349,22.728
-15.03,159.367,23.175
-15.0,162.105,23.576
-14.97,164.948,24.091
-14.93,167.72,24.595
-14.9,170.387,25.007
-14.87,173.23,25.534
-14.83,176.248,26.038
-14.8,179.021,26.462
-14.77,181.793,27.024
-14.74,184.636,27.574
-14.7,187.303,27.894
-14.67,189.584,28.307
-14.64,191.83,28.731
-14.61,194.112,28.994
-14.57,196.463,29.303
-14.54,198.709,29.613
-14.51,200.815,29.762
-14.48,202.956,30.014
-14.44,205.026,30.185
-14.41,206.676,30.311
-14.38,208.466,30.54
-14.35,210.536,30.85
-14.31,212.502,31.067
-14.28,214.397,31.308
-14.25,216.397,31.583
-14.22,218.222,31.846
-14.18,219.661,32.076
-14.15,221.205,32.328
-14.12,223.17,32.58
-14.09,224.925,32.763
-14.05,226.54,33.095
-14.02,228.329,33.416
-13.99,229.803,33.656
-13.96,231.313,34.115
-13.92,233.383,34.573
-13.89,235.243,34.745
-13.86,236.507,34.848
-13.83,237.875,35.34
-13.79,239.7,35.661
-13.76,241.385,35.856
-13.73,242.859,36.165
-13.7,244.333,36.52
-13.66,245.807,36.83
-13.63,247.07,37.185
-13.6,248.615,37.574
-13.57,250.51,37.918
-13.53,252.054,38.181
-13.5,253.352,38.525
-13.47,254.861,38.937
-13.44,256.511,39.258
-13.4,257.564,39.476
-13.37,258.582,39.774
-13.34,260.056,40.026
-13.31,261.53,40.198
-13.27,262.477,40.495
-13.24,263.67,40.793
-13.21,264.969,40.931
-13.18,265.987,41.251
-13.14,267.11,41.652
-13.11,268.478,41.87
-13.08,269.742,42.042
-13.05,270.97,42.305
-13.01,272.163,42.569
-12.98,273.251,42.89
-12.95,274.374,43.187
-12.92,275.217,43.417
-12.88,275.954,43.634
-12.85,276.901,43.703
-12.82,277.568,43.691
-12.79,278.094,43.726
-12.75,278.691,43.886
-12.72,279.568,44.047
-12.69,280.2,44.058
-12.66,280.551,44.161
-12.62,281.042,44.218
-12.59,281.218,44.31
-12.56,281.393,44.413
-12.53,281.639,44.379
-12.49,282.06,44.47
-12.46,282.832,44.734
-12.43,283.148,44.413
-12.39,282.657,44.287
-12.36,282.587,44.413
-12.33,282.622,44.253
-12.3,282.446,44.127
-12.26,282.06,43.898
-12.23,281.674,43.875
-12.2,281.499,43.875
-12.17,281.113,43.772
-12.13,280.446,43.623
-12.1,279.744,43.474
-12.07,279.323,43.233
-12.04,278.586,42.867
-12.0,277.533,42.557
-11.97,276.55,42.5
-11.94,275.954,42.397
-11.91,275.076,42.088
-11.87,273.743,41.824
-11.84,272.549,41.526
-11.81,271.321,41.183
-11.78,269.847,40.828
-11.74,268.373,40.576
-11.71,267.355,40.312
-11.68,266.197,40.037
-11.65,264.548,39.831
-11.61,263.144,39.659
-11.58,261.916,39.396
-11.55,260.371,39.109
-11.52,258.617,38.892
-11.48,257.248,38.743
-11.45,255.984,38.479
-11.42,254.054,38.181
-11.39,252.37,38.055
-11.35,251.106,37.861
-11.32,249.246,37.46
-11.29,247.141,37.242
-11.26,245.561,37.105
-11.22,243.982,36.784
-11.19,241.946,36.578
-11.16,240.332,36.566
-11.13,238.928,36.44
-11.09,237.138,36.165
-11.06,234.998,35.936
-11.03,232.997,35.764
-11.0,231.488,35.627
-10.96,229.874,35.272
-10.93,227.698,34.951
-10.9,225.943,34.894
-10.87,224.469,34.664
-10.83,222.679,34.344
-10.8,220.398,34.046
-10.77,217.941,33.771
-10.74,216.011,33.828
-10.7,214.607,33.737
-10.67,212.888,33.336
-10.64,210.747,33.084
-10.61,208.887,33.095
-10.57,206.992,32.843
-10.54,204.886,32.488
-10.51,202.85,32.27
-10.48,200.429,31.961
-10.44,198.183,31.709
-10.41,196.358,31.64
-10.38,194.463,31.228
-10.35,192.392,30.907
-10.31,190.111,30.77
-10.28,187.724,30.346
-10.25,185.583,30.048
-10.22,183.372,29.865
-10.18,181.091,29.326
-10.15,178.775,29.051
-10.12,176.669,28.914
-10.09,174.213,28.49
-10.05,171.651,28.204
-10.02,169.229,27.906
-9.99,166.772,27.333
-9.96,164.14,26.84
-9.92,161.403,26.313
-9.89,158.595,25.844
-9.86,156.068,25.489
-9.82,153.542,25.053
-9.79,150.558,24.492
-9.76,147.786,24.171
-9.73,145.189,23.69
-9.69,142.101,22.98
-9.66,138.907,22.59
-9.63,136.099,22.086
-9.6,133.397,21.651
-9.56,130.449,21.204
-9.53,127.571,20.666
-9.5,124.588,20.082
-9.47,121.254,19.589
-9.43,117.815,19.039
