Trigger_Date,2023/07/31
Trigger_Time,T 23:56:45.988 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.532
Time (ms),Voltage (V),Current (A)
-16.66,12.178,0.218
-16.62,16.53,0.538
-16.59,20.847,0.905
-16.56,24.883,1.34
-16.53,28.954,1.867
-16.49,33.165,2.303
-16.46,37.482,2.715
-16.43,42.009,2.99
-16.4,46.466,3.15
-16.36,50.818,3.311
-16.33,55.064,3.46
-16.3,59.171,3.54
-16.27,63.031,3.7
-16.23,66.962,3.849
-16.2,70.717,4.009
-16.17,74.261,4.147
-16.14,77.806,4.353
-16.1,81.456,4.548
-16.07,85.246,4.731
-16.04,89.072,4.869
-16.01,92.757,4.983
-15.97,96.371,5.178
-15.94,99.986,5.373
-15.91,103.601,5.59
-15.88,107.181,5.785
-15.84,110.831,5.934
-15.81,114.481,6.129
-15.78,118.06,6.278
-15.75,121.745,6.541
-15.71,125.5,6.701
-15.68,129.256,6.999
-15.65,132.941,7.068
-15.62,136.169,7.343
-15.58,140.907,7.652
-15.55,144.382,7.515
-15.52,148.383,7.973
-15.49,152.769,7.996
-15.45,156.384,8.237
-15.42,160.35,8.408
-15.39,164.07,8.592
-15.36,167.825,8.741
-15.32,171.475,8.89
-15.29,175.09,9.027
-15.26,178.705,9.187
-15.23,182.179,9.348
-15.19,185.724,9.542
-15.16,189.233,9.691
-15.13,192.532,9.852
-15.09,195.901,10.001
-15.06,199.306,10.127
-15.03,202.57,10.241
-15.0,205.728,10.425
-14.96,208.922,10.619
-14.93,212.08,10.768
-14.9,215.134,10.94
-14.87,218.187,11.089
-14.83,221.135,11.204
-14.8,224.118,11.364
-14.77,226.996,11.524
-14.74,229.803,11.685
-14.7,232.541,11.834
-14.67,235.243,11.983
-14.64,237.735,12.143
-14.61,240.227,12.246
-14.57,242.754,12.338
-14.54,245.351,12.464
-14.51,248.228,12.624
-14.48,251.176,12.807
-14.44,253.984,12.979
-14.41,256.546,13.105
-14.38,259.003,13.277
-14.35,261.459,13.357
-14.31,263.6,13.426
-14.28,265.846,13.552
-14.25,268.057,13.644
-14.22,270.303,13.781
-14.18,272.549,13.918
-14.15,274.866,14.056
-14.12,277.112,14.171
-14.09,279.288,14.285
-14.05,281.358,14.365
-14.02,283.429,14.434
-13.99,285.464,14.537
-13.96,287.5,14.686
-13.92,289.5,14.789
-13.89,291.396,14.927
-13.86,293.361,15.041
-13.83,295.361,15.11
-13.79,297.151,15.156
-13.76,298.976,15.27
-13.73,300.696,15.305
-13.7,302.31,15.431
-13.66,303.819,15.465
-13.63,305.258,15.66
-13.6,306.416,15.522
-13.57,307.083,15.706
-13.53,309.61,15.866
-13.5,310.522,15.625
-13.47,311.891,15.992
-13.44,313.19,15.843
-13.4,314.207,16.049
-13.37,315.471,16.015
-13.34,316.454,16.129
-13.31,317.577,16.141
-13.27,318.384,16.187
-13.24,319.156,16.233
-13.21,319.858,16.278
-13.18,320.525,16.267
-13.14,321.156,16.324
-13.11,321.858,16.313
-13.08,322.42,16.359
-13.05,323.016,16.416
-13.01,323.683,16.45
-12.98,324.315,16.485
-12.95,324.806,16.496
-12.92,325.368,16.519
-12.88,325.824,16.565
-12.85,326.315,16.633
-12.82,326.807,16.633
-12.79,327.263,16.668
-12.75,327.789,16.645
-12.72,328.21,16.633
-12.69,328.526,16.691
-12.66,328.983,16.737
-12.62,329.404,16.771
-12.59,329.825,16.725
-12.56,330.176,16.702
-12.52,330.562,16.588
-12.49,330.281,16.565
-12.46,330.948,16.737
-12.43,331.439,16.645
-12.39,331.615,16.714
-12.36,331.966,16.702
-12.33,332.211,16.725
-12.3,332.562,16.668
-12.26,332.703,16.622
-12.23,332.878,16.645
-12.2,333.018,16.668
-12.17,333.264,16.622
-12.13,333.369,16.553
-12.1,333.51,16.53
-12.07,333.72,16.473
-12.04,333.861,16.37
-12.0,333.861,16.359
-11.97,333.931,16.37
-11.94,334.071,16.313
-11.91,334.142,16.244
-11.87,334.106,16.233
-11.84,334.212,16.233
-11.81,334.317,16.118
-11.78,334.282,15.98
-11.74,334.247,15.923
-11.71,334.212,15.935
-11.68,334.177,15.9
-11.65,334.106,15.866
-11.61,334.036,15.797
-11.58,333.966,15.751
-11.55,333.896,15.648
-11.52,333.755,15.511
-11.48,333.475,15.454
-11.45,333.159,15.396
-11.42,332.808,15.305
-11.39,332.176,15.247
-11.35,331.544,15.167
-11.32,330.878,15.007
-11.29,329.649,14.675
-11.26,327.263,14.526
-11.22,326.28,14.549
-11.19,324.841,14.182
-11.16,322.525,14.171
-11.13,320.735,14.045
-11.09,318.419,13.918
-11.06,316.243,13.815
-11.03,313.681,13.609
-11.0,311.049,13.495
-10.96,308.522,13.311
-10.93,305.679,13.197
-10.9,302.802,13.071
-10.87,299.643,12.933
-10.83,296.344,12.842
-10.8,293.221,12.716
-10.77,289.992,12.532
-10.74,286.658,12.349
-10.7,283.289,12.177
-10.67,279.955,12.04
-10.64,276.831,11.914
-10.61,273.813,11.799
-10.57,270.795,11.708
-10.54,267.776,11.536
-10.51,264.653,11.398
-10.48,261.424,11.238
-10.44,258.02,11.123
-10.41,254.651,10.997
-10.38,251.317,10.883
-10.35,248.018,10.734
-10.31,244.754,10.562
-10.28,241.49,10.39
-10.25,238.156,10.218
-10.22,234.998,10.058
-10.18,231.664,9.898
-10.15,228.224,9.794
-10.12,224.995,9.623
-10.08,221.626,9.428
-10.05,218.187,9.245
-10.02,214.748,9.05
-9.99,211.168,8.867
-9.95,207.658,8.66
-9.92,203.903,8.511
-9.89,200.218,8.328
-9.86,196.428,8.133
-9.82,192.567,7.996
-9.79,188.672,7.813
-9.76,184.671,7.572
-9.73,180.6,7.4
-9.69,176.634,7.251
-9.66,172.563,7.057
-9.63,168.317,6.896
-9.6,163.965,6.713
-9.56,159.578,6.541
-9.53,155.296,6.346
-9.5,150.909,6.106
-9.47,146.593,5.877
-9.43,142.101,5.67
-9.4,137.643,5.464
-9.37,133.116,5.281
-9.34,128.554,5.109
-9.3,123.886,4.972
-9.27,119.429,4.766
-9.24,114.832,4.548
-9.21,110.269,4.365
-9.17,105.707,4.17
-9.14,101.074,4.009
-9.11,96.477,3.838
-9.08,91.879,3.643
-9.04,87.317,3.471
-9.01,82.755,3.299
-8.98,78.227,3.082
-8.95,73.7,2.91
-8.91,69.067,2.749
-8.88,64.54,2.577
-8.85,59.978,2.394
-8.82,55.45,2.211
-8.78,50.853,2.016
-8.75,46.326,1.833
-8.72,41.798,1.627
-8.69,37.236,1.443
-8.65,32.639,1.272
-8.62,28.111,1.146
-8.59,23.549,0.962
-8.56,19.022,0.825
-8.52,14.494,0.619
-8.49,10.143,0.447
-8.46,5.721,0.206
-8.43,1.263,0.08
-8.39,-3.334,-0.092
-8.36,-7.756,-0.137
-8.33,-12.178,-0.424
