Trigger_Date,2023/07/31
Trigger_Time,T 23:20:04.682 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.560
Time (ms),Voltage (V),Current (A)
-16.67,-11.722,-0.218
-16.64,-16.179,-0.504
-16.61,-20.285,-0.894
-16.57,-24.742,-1.317
-16.54,-27.69,-1.695
-16.51,-33.2,-2.749
-16.48,-37.692,-2.577
-16.44,-40.921,-3.299
-16.41,-46.361,-3.551
-16.38,-50.327,-3.608
-16.35,-54.678,-3.872
-16.31,-58.749,-3.906
-16.28,-62.505,-4.078
-16.25,-66.505,-4.284
-16.21,-70.226,-4.433
-16.18,-73.7,-4.674
-16.15,-77.315,-4.892
-16.12,-80.789,-5.166
-16.08,-84.685,-5.407
-16.05,-88.335,-5.625
-16.02,-92.055,-5.877
-15.99,-95.775,-6.094
-15.95,-99.319,-6.312
-15.92,-102.899,-6.553
-15.89,-106.584,-6.782
-15.86,-110.094,-6.988
-15.82,-113.673,-7.24
-15.79,-117.323,-7.492
-15.76,-120.938,-7.698
-15.73,-124.518,-7.939
-15.69,-128.308,-8.168
-15.66,-132.028,-8.351
-15.63,-135.503,-8.557
-15.6,-139.082,-8.832
-15.56,-143.153,-9.119
-15.53,-147.189,-9.336
-15.5,-151.19,-9.577
-15.47,-154.945,-9.794
-15.43,-158.876,-10.047
-15.4,-162.596,-10.184
-15.37,-166.246,-10.402
-15.34,-169.791,-10.573
-15.3,-173.3,-10.837
-15.27,-176.81,-10.974
-15.24,-180.319,-11.238
-15.21,-183.618,-11.375
-15.17,-187.233,-11.753
-15.14,-190.427,-11.742
-15.11,-193.866,-12.235
-15.08,-197.726,-12.166
-15.04,-199.902,-12.406
-15.01,-204.114,-12.773
-14.98,-206.956,-12.613
-14.94,-210.08,-13.082
-14.91,-213.449,-13.151
-14.88,-216.397,-13.403
-14.85,-219.415,-13.563
-14.81,-222.258,-13.735
-14.78,-224.995,-13.896
-14.75,-227.873,-14.079
-14.72,-230.54,-14.182
-14.68,-233.102,-14.411
-14.65,-235.594,-14.549
-14.62,-237.981,-14.732
-14.59,-240.508,-14.904
-14.55,-243.105,-15.087
-14.52,-245.702,-15.305
-14.49,-248.544,-15.522
-14.46,-251.457,-15.694
-14.42,-254.23,-15.912
-14.39,-256.967,-16.072
-14.36,-259.319,-16.233
-14.33,-261.6,-16.336
-14.29,-263.67,-16.427
-14.26,-265.776,-16.553
-14.23,-267.917,-16.656
-14.2,-269.917,-16.794
-14.16,-271.918,-16.966
-14.13,-274.059,-17.115
-14.1,-276.059,-17.252
-14.07,-278.094,-17.344
-14.03,-280.06,-17.481
-14.0,-282.025,-17.619
-13.97,-284.096,-17.79
-13.94,-286.096,-17.951
-13.9,-288.026,-18.088
-13.87,-289.922,-18.203
-13.84,-291.782,-18.306
-13.81,-293.607,-18.421
-13.77,-295.502,-18.478
-13.74,-297.151,-18.604
-13.71,-298.836,-18.73
-13.68,-300.345,-18.776
-13.64,-301.714,-18.902
-13.61,-303.188,-18.936
-13.58,-304.381,-19.051
-13.54,-305.75,-19.131
-13.51,-307.013,-19.177
-13.48,-308.276,-19.222
-13.45,-309.364,-19.303
-13.41,-310.417,-19.371
-13.38,-311.54,-19.474
-13.35,-312.733,-19.566
-13.32,-313.751,-19.623
-13.28,-314.664,-19.692
-13.25,-315.506,-19.784
-13.22,-316.173,-19.83
-13.19,-316.84,-19.841
-13.15,-317.331,-19.898
-13.12,-317.963,-19.956
-13.09,-318.559,-20.001
-13.06,-319.121,-20.024
-13.02,-319.647,-20.082
-12.99,-320.244,-20.082
-12.96,-320.805,-20.093
-12.93,-321.402,-20.07
-12.89,-321.402,-20.047
-12.86,-322.104,-20.242
-12.83,-322.771,-20.162
-12.8,-323.016,-20.334
-12.76,-323.578,-20.334
-12.73,-323.894,-20.437
-12.7,-324.49,-20.448
-12.67,-324.911,-20.448
-12.63,-325.368,-20.437
-12.6,-325.648,-20.448
-12.57,-326.105,-20.471
-12.54,-326.456,-20.471
