Trigger_Date,2023/06/15
Trigger_Time,T 17:51:35.396 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.570
Time (ms),Voltage (V),Current (A)
-16.68,3.931,0.47
-16.64,6.844,0.493
-16.61,9.3,0.722
-16.58,11.687,0.997
-16.55,14.284,1.409
-16.51,17.548,1.936
-16.48,22.005,2.234
-16.45,26.181,2.062
-16.42,29.55,2.154
-16.38,33.13,2.383
-16.35,37.096,2.325
-16.32,40.535,2.211
-16.28,43.553,2.257
-16.25,46.677,2.348
-16.22,50.116,2.383
-16.19,53.59,2.44
-16.15,57.31,2.543
-16.12,60.925,2.623
-16.09,64.4,2.715
-16.06,67.909,2.807
-16.02,71.559,2.852
-15.99,75.349,2.978
-15.96,79.105,3.047
-15.93,82.439,3.036
-15.89,85.632,3.047
-15.86,88.931,3.196
-15.83,92.336,3.219
-15.8,95.775,3.242
-15.76,99.355,3.379
-15.73,102.794,3.402
-15.7,106.058,3.391
-15.67,109.111,3.46
-15.63,112.305,3.563
-15.6,115.849,3.654
-15.57,119.569,3.757
-15.54,123.36,3.838
-15.5,126.904,3.895
-15.47,129.993,3.861
-15.44,132.8,3.826
-15.41,135.748,3.929
-15.37,139.082,4.055
-15.34,142.557,4.078
-15.31,145.786,4.078
-15.28,149.295,4.296
-15.24,152.84,4.365
-15.21,156.244,4.273
-15.18,158.841,4.227
-15.14,161.333,4.25
-15.11,164.07,4.319
-15.08,166.983,4.342
-15.05,170.001,4.399
-15.01,172.984,4.456
-14.98,175.827,4.468
-14.95,178.284,4.422
-14.92,180.354,4.387
-14.88,182.39,4.41
-14.85,185.022,4.594
-14.82,188.567,4.788
-14.79,192.532,4.914
-14.75,196.252,4.937
-14.72,199.306,4.914
-14.69,201.692,4.823
-14.66,203.447,4.697
-14.62,205.061,4.628
-14.59,206.992,4.662
-14.56,209.343,4.754
-14.53,212.045,4.777
-14.49,214.256,4.697
-14.46,215.906,4.685
-14.43,217.239,4.651
-14.4,218.362,4.548
-14.36,219.696,4.617
-14.33,221.696,4.8
-14.3,224.504,4.972
-14.27,227.347,5.086
-14.23,230.154,5.098
-14.2,232.611,5.132
-14.17,234.296,4.983
-14.14,235.173,4.731
-14.1,236.226,4.869
-14.07,238.402,5.086
-14.04,241.209,5.121
-14.01,243.42,5.04
-13.97,245.491,5.075
-13.94,247.842,5.327
-13.91,250.229,5.178
-13.87,251.562,4.972
-13.84,252.124,4.823
-13.81,253.317,4.972
-13.78,255.634,5.178
-13.74,258.231,5.144
-13.71,260.231,5.086
-13.68,261.845,5.144
-13.65,263.214,5.098
-13.61,264.372,4.926
-13.58,265.636,4.983
-13.55,267.566,5.166
-13.52,269.812,5.201
-13.48,271.777,5.166
-13.45,273.532,5.166
-13.42,275.076,5.132
-13.39,275.954,4.914
-13.35,276.234,4.754
-13.32,276.585,4.788
-13.29,277.568,4.88
-13.26,278.937,4.926
-13.22,280.481,5.018
-13.19,282.271,5.166
-13.16,284.061,5.155
-13.13,285.359,5.063
-13.09,286.166,4.983
-13.06,286.938,4.972
-13.03,287.956,4.96
-13.0,289.185,4.96
-12.96,290.659,5.018
-12.93,292.097,5.063
-12.9,293.291,4.995
-12.87,294.063,4.903
-12.83,294.484,4.8
-12.8,294.414,4.628
-12.77,293.993,4.502
-12.73,294.133,4.628
-12.7,295.256,4.857
-12.67,296.133,4.766
-12.64,296.695,4.674
-12.6,296.976,4.8
-12.57,297.221,4.697
-12.54,297.818,4.766
-12.51,298.309,4.708
-12.47,298.766,4.651
-12.44,299.397,4.766
-12.41,300.134,4.766
-12.38,300.555,4.651
-12.34,300.345,4.559
-12.31,299.573,4.41
-12.28,298.344,4.193
-12.25,296.941,4.124
-12.21,296.484,4.319
-12.18,296.906,4.491
-12.15,297.362,4.456
-12.12,297.011,4.376
-12.08,295.747,4.158
-12.05,293.607,3.975
-12.02,291.466,3.918
-11.99,289.781,3.941
-11.95,288.974,4.078
-11.92,288.728,4.239
-11.89,288.202,4.193
-11.86,286.763,4.021
-11.82,284.482,3.861
-11.79,281.885,3.757
-11.76,279.358,3.712
-11.73,277.357,3.723
-11.69,276.059,3.929
-11.66,275.673,4.147
-11.63,275.287,4.147
-11.59,274.269,4.101
-11.56,272.725,4.032
-11.53,270.619,3.861
-11.5,268.408,3.757
-11.46,266.618,3.826
-11.43,265.32,3.895
-11.4,264.302,3.929
-11.37,263.425,3.964
-11.33,262.302,3.964
-11.3,260.477,3.815
-11.27,258.02,3.631
-11.24,255.458,3.62
-11.2,253.633,3.7
-11.17,251.984,3.677
-11.14,250.194,3.586
-11.11,248.615,3.723
-11.07,247.07,3.723
-11.04,244.824,3.46
-11.01,241.806,3.322
-10.98,239.279,3.482
-10.94,237.63,3.574
-10.91,236.296,3.563
-10.88,234.857,3.608
-10.85,233.102,3.528
-10.81,231.242,3.574
-10.78,229.698,3.631
-10.75,228.014,3.448
-10.72,225.697,3.322
-10.68,223.486,3.391
-10.65,221.837,3.437
-10.62,220.152,3.311
-10.59,218.327,3.265
-10.55,216.222,3.23
-10.52,213.519,3.024
-10.49,210.466,2.864
-10.45,207.623,2.921
-10.42,205.518,2.978
-10.39,203.833,3.024
-10.36,202.394,3.116
-10.32,200.815,3.116
-10.29,198.604,2.978
-10.26,195.726,2.761
-10.23,192.357,2.623
-10.19,189.163,2.577
-10.16,186.356,2.532
-10.13,184.004,2.577
-10.1,182.109,2.681
-10.06,180.074,2.589
-10.03,176.915,2.325
-10.0,173.125,2.199
-9.97,169.72,2.28
-9.93,166.772,2.222
-9.9,163.789,2.051
-9.87,161.122,2.222
-9.84,158.279,2.142
-9.8,155.717,2.028
-9.77,153.085,2.199
-9.74,150.558,1.993
-9.71,147.61,1.959
-9.67,143.855,1.673
-9.64,139.854,1.535
-9.61,136.626,1.73
-9.58,134.344,1.764
