Trigger_Date,2023/06/15
Trigger_Time,T 17:45:05.767 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.568
Time (ms),Voltage (V),Current (A)
-16.67,1.72,0.481
-16.64,5.229,0.493
-16.61,7.791,0.435
-16.58,9.932,0.664
-16.54,12.178,1.077
-16.51,14.88,1.478
-16.48,17.863,1.913
-16.45,21.935,2.28
-16.41,26.918,2.577
-16.38,31.831,2.761
-16.35,36.359,2.784
-16.32,40.079,2.807
-16.28,43.694,2.933
-16.25,47.554,3.024
-16.22,51.414,3.093
-16.19,55.24,3.116
-16.15,58.644,3.139
-16.12,61.522,3.219
-16.09,64.435,3.276
-16.06,67.418,3.402
-16.02,70.752,3.608
-15.99,74.297,3.712
-15.96,77.56,3.757
-15.93,80.544,3.861
-15.89,83.667,4.021
-15.86,87.177,4.296
-15.83,91.283,4.513
-15.8,95.354,4.617
-15.76,98.933,4.685
-15.73,102.057,4.777
-15.7,105.075,4.823
-15.67,108.023,4.914
-15.63,111.076,5.018
-15.6,114.34,5.166
-15.57,117.885,5.327
-15.53,121.359,5.43
-15.5,124.658,5.567
-15.47,127.747,5.602
-15.44,130.624,5.625
-15.4,133.327,5.762
-15.37,136.345,5.911
-15.34,139.609,6.049
-15.31,143.083,6.186
-15.27,147.365,6.507
-15.24,150.769,6.461
-15.21,153.682,6.369
-15.18,156.665,6.736
-15.14,160.21,6.782
-15.11,163.193,6.644
-15.08,165.298,6.598
-15.05,167.685,6.805
-15.01,170.387,6.919
-14.98,173.09,6.873
-14.95,175.546,6.965
-14.92,177.827,7.137
-14.88,180.284,7.171
-14.85,183.127,7.309
-14.82,186.531,7.584
-14.79,190.286,7.767
-14.75,193.866,7.813
-14.72,196.849,7.847
-14.69,199.306,7.836
-14.66,201.447,7.813
-14.62,203.412,7.801
-14.59,205.623,7.847
-14.56,207.904,7.939
-14.53,210.22,7.996
-14.49,212.361,7.985
-14.46,214.186,8.019
-14.43,215.8,8.053
-14.4,216.502,7.778
-14.36,217.625,7.916
-14.33,220.468,8.557
-14.3,224.083,8.546
-14.26,226.75,8.408
-14.23,227.943,8.454
-14.2,229.523,8.557
-14.17,231.207,8.557
-14.13,233.067,8.5
-14.1,234.682,8.569
-14.07,236.647,8.706
-14.04,238.928,8.786
-14.0,241.139,8.924
-13.97,243.35,8.993
-13.94,245.386,8.981
-13.91,246.93,8.924
-13.87,247.948,8.786
-13.84,249.071,8.855
-13.81,250.826,9.027
-13.78,253.282,9.164
-13.74,255.598,9.176
-13.71,257.388,9.187
-13.68,259.319,9.348
-13.65,261.003,9.325
-13.61,262.056,9.038
-13.58,262.828,9.096
-13.55,264.548,9.348
-13.52,266.829,9.405
-13.48,269.005,9.428
-13.45,271.005,9.52
-13.42,272.655,9.508
-13.39,273.392,9.268
-13.35,273.322,9.027
-13.32,273.427,9.119
-13.29,274.69,9.313
-13.26,276.55,9.382
-13.22,278.445,9.451
-13.19,280.481,9.646
-13.16,282.587,9.76
-13.12,284.236,9.657
-13.09,285.359,9.565
-13.06,286.342,9.588
-13.03,287.535,9.565
-12.99,288.904,9.474
-12.96,290.167,9.52
-12.93,291.431,9.577
-12.9,292.448,9.462
