Trigger_Date,2023/06/26
Trigger_Time,T 08:19:14.248 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.553
Time (ms),Voltage (V),Current (A)
-16.67,-5.44,-2.543
-16.63,-9.335,-1.925
-16.6,-12.354,-1.512
-16.57,-14.74,-1.466
-16.54,-16.67,-1.753
-16.5,-19.057,-2.165
-16.47,-21.478,-2.715
-16.44,-25.163,-3.288
-16.41,-28.006,-4.101
-16.37,-31.235,-5.006
-16.34,-34.92,-5.441
-16.31,-39.342,-5.923
-16.28,-44.781,-6.14
-16.24,-48.572,-6.22
-16.21,-52.573,-6.209
-16.18,-55.907,-5.934
-16.15,-57.451,-6.117
-16.11,-59.557,-6.701
-16.08,-62.294,-7.091
-16.05,-63.522,-8.03
-16.02,-66.541,-8.947
-15.98,-70.436,-9.451
-15.95,-72.963,-10.47
-15.92,-76.894,-11.387
-15.89,-81.596,-11.845
-15.85,-84.86,-12.739
-15.82,-88.861,-13.426
-15.79,-93.108,-13.655
-15.76,-96.336,-14.113
-15.72,-99.214,-14.617
-15.69,-102.618,-15.018
-15.66,-106.163,-15.591
-15.63,-108.655,-16.29
-15.59,-111.884,-16.828
-15.56,-116.095,-17.264
-15.53,-119.043,-18.02
-15.5,-122.026,-18.661
-15.46,-126.659,-18.661
-15.43,-129.536,-19.142
-15.4,-132.309,-19.761
-15.36,-136.731,-19.875
-15.33,-140.1,-20.46
-15.3,-141.89,-21.078
-15.27,-145.294,-21.032
-15.23,-147.47,-21.273
-15.2,-147.997,-22.545
-15.17,-150.909,-22.991
-15.14,-152.84,-23.69
-15.1,-155.156,-24.904
-15.07,-157.753,-25.809
-15.04,-160.526,-26.68
-15.01,-163.754,-27.367
-14.97,-166.562,-27.997
-14.94,-169.826,-28.456
-14.91,-173.019,-28.776
-14.88,-175.757,-29.177
-14.84,-178.775,-29.739
-14.81,-182.004,-30.22
-14.78,-184.776,-30.712
-14.75,-187.514,-31.125
-14.71,-190.392,-31.285
-14.68,-192.603,-31.434
-14.65,-194.743,-31.594
-14.62,-197.025,-31.652
-14.58,-199.2,-31.881
-14.55,-201.131,-32.293
-14.52,-203.377,-32.476
-14.49,-205.272,-32.534
-14.45,-206.676,-32.786
-14.42,-208.781,-32.82
-14.39,-210.115,-32.866
-14.36,-211.343,-33.29
-14.32,-213.554,-33.611
-14.29,-215.169,-33.977
-14.26,-216.818,-34.619
-14.23,-219.275,-34.951
-14.19,-221.135,-35.111
-14.16,-222.714,-35.443
-14.13,-224.995,-35.638
-14.1,-226.961,-35.879
-14.06,-228.4,-36.314
-14.03,-230.927,-36.658
-14.0,-232.716,-36.852
-13.97,-233.945,-37.139
-13.93,-236.261,-37.242
-13.9,-237.77,-37.185
-13.87,-239.034,-37.78
-13.83,-241.209,-38.044
-13.8,-242.543,-38.158
-13.77,-243.982,-38.571
-13.74,-246.333,-38.937
-13.7,-247.737,-39.258
-13.67,-249.036,-39.602
-13.64,-251.247,-39.51
-13.61,-252.335,-39.613
-13.57,-253.458,-40.014
-13.54,-255.458,-40.163
-13.51,-256.651,-40.369
-13.48,-257.915,-40.896
-13.44,-259.775,-41.022
-13.41,-260.863,-40.976
-13.38,-261.845,-41.148
-13.35,-263.179,-41.137
-13.31,-264.091,-41.171
-13.28,-265.144,-41.641
-13.25,-266.864,-42.065
-13.22,-268.268,-42.489
-13.18,-269.672,-42.947
-13.15,-271.216,-42.924
-13.12,-272.374,-42.775
-13.09,-273.251,-42.947
-13.05,-274.62,-42.981
-13.02,-275.568,-43.142
-12.99,-276.55,-43.657
-12.96,-277.989,-43.84
-12.92,-278.831,-43.898
-12.89,-279.744,-43.875
-12.86,-280.586,-43.646
-12.83,-281.042,-43.531
-12.79,-281.393,-43.531
-12.76,-281.99,-43.68
-12.73,-282.481,-43.863
-12.7,-283.043,-44.035
-12.66,-283.604,-44.104
-12.63,-284.236,-44.184
-12.6,-284.552,-44.104
-12.57,-284.833,-43.966
-12.53,-285.078,-44.092
-12.5,-285.289,-44.069
-12.47,-285.57,-43.989
-12.44,-285.57,-44.069
-12.4,-285.64,-44.035
-12.37,-285.64,-43.726
-12.34,-285.184,-43.439
-12.3,-284.657,-43.199
-12.27,-284.271,-42.878
-12.24,-283.534,-42.832
-12.21,-283.183,-43.084
-12.17,-283.113,-42.981
-12.14,-282.236,-42.741
