Trigger_Date,2023/06/26
Trigger_Time,T 11:11:53.594 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.561
Time (ms),Voltage (V),Current (A)
-16.67,-9.862,-1.993
-16.64,-13.231,-1.718
-16.61,-15.582,-1.707
-16.57,-17.618,-1.902
-16.54,-19.969,-2.028
-16.51,-22.636,-2.245
-16.48,-24.461,-2.807
-16.44,-26.707,-3.517
-16.41,-29.866,-3.883
-16.38,-32.007,-4.525
-16.35,-35.13,-5.224
-16.31,-38.57,-5.785
-16.28,-43.588,-6.049
-16.25,-48.01,-6.232
-16.22,-51.344,-6.828
-16.18,-56.187,-6.85
-16.15,-59.206,-6.931
-16.12,-61.171,-7.71
-16.09,-65.242,-8.019
-16.05,-67.348,-8.672
-16.02,-69.594,-9.966
-15.99,-74.367,-10.482
-15.96,-77.49,-11.364
-15.92,-80.684,-12.464
-15.89,-85.703,-12.761
-15.86,-89.352,-13.426
-15.82,-92.651,-14.251
-15.79,-96.301,-14.48
-15.76,-100.021,-14.686
-15.73,-102.303,-15.167
-15.69,-104.759,-15.809
-15.66,-109.006,-16.095
-15.63,-111.287,-16.759
-15.6,-113.814,-17.745
-15.56,-119.078,-17.79
-15.53,-121.394,-18.398
-15.5,-124.026,-19.268
-15.47,-129.712,-18.902
-15.43,-131.888,-19.875
-15.4,-135.117,-20.906
-15.37,-140.837,-20.414
-15.34,-142.767,-21.009
-15.3,-143.399,-21.571
-15.27,-145.189,-21.342
-15.24,-146.101,-22.315
-15.21,-147.435,-23.335
-15.17,-149.33,-23.954
-15.14,-152.068,-25.099
-15.11,-154.594,-26.302
-15.08,-157.718,-27.264
-15.04,-161.894,-27.654
-15.01,-164.351,-28.421
-14.98,-167.86,-29.017
-14.95,-171.756,-28.914
-14.91,-173.756,-29.349
-14.88,-177.09,-29.968
-14.85,-180.6,-30.185
-14.82,-182.39,-30.735
-14.78,-185.619,-31.205
-14.75,-188.461,-31.228
-14.72,-190.076,-31.503
-14.69,-192.708,-31.697
-14.65,-194.778,-31.652
-14.62,-196.007,-32.098
-14.59,-198.674,-32.511
-14.55,-200.955,-32.614
-14.52,-202.534,-33.015
-14.49,-204.745,-33.175
-14.46,-206.465,-33.038
-14.42,-207.588,-33.244
-14.39,-209.518,-33.542
-14.36,-211.378,-33.908
-14.33,-213.028,-34.573
-14.29,-215.414,-35.088
-14.26,-217.696,-35.638
-14.23,-219.766,-36.039
-14.2,-222.012,-35.993
-14.16,-223.978,-36.085
-14.13,-225.873,-36.417
-14.1,-227.838,-36.704
-14.07,-229.488,-36.818
-14.03,-231.172,-37.093
-14.0,-233.173,-37.54
-13.97,-234.822,-37.62
-13.94,-236.015,-37.517
-13.9,-237.314,-37.551
-13.87,-238.858,-37.735
-13.84,-239.841,-38.01
-13.81,-241.28,-38.422
-13.77,-243.175,-38.823
-13.74,-244.473,-39.407
-13.71,-246.333,-39.671
-13.68,-248.018,-39.636
-13.64,-249.211,-39.888
-13.61,-251.001,-40.163
-13.58,-252.615,-40.404
-13.55,-253.984,-40.873
-13.51,-255.949,-41.274
-13.48,-257.669,-41.469
-13.45,-258.687,-41.698
-13.42,-260.371,-41.549
-13.38,-261.249,-41.263
-13.35,-261.986,-41.584
-13.32,-263.495,-41.904
-13.29,-264.688,-42.225
-13.25,-265.811,-42.89
-13.22,-267.706,-43.061
-13.19,-268.794,-43.004
-13.15,-269.707,-43.176
-13.12,-271.04,-43.13
-13.09,-271.988,-43.13
-13.06,-272.9,-43.531
-13.02,-274.269,-43.886
-12.99,-275.462,-44.138
-12.96,-276.48,-44.413
-12.93,-277.744,-44.31
-12.89,-278.445,-44.138
-12.86,-278.902,-44.138
-12.83,-279.674,-43.955
-12.8,-279.99,-44.001
-12.76,-280.446,-44.448
-12.73,-281.393,-44.528
-12.7,-281.815,-44.505
-12.67,-282.095,-44.528
-12.63,-282.446,-44.241
-12.6,-282.306,-43.921
-12.57,-282.166,-43.955
-12.54,-282.762,-44.104
-12.5,-282.797,-44.448
-12.47,-283.148,-44.711
-12.44,-283.675,-44.596
-12.41,-283.71,-44.665
-12.37,-284.026,-44.482
-12.34,-283.64,-43.646
-12.31,-282.411,-43.279
-12.28,-282.095,-43.176
-12.24,-281.604,-42.981
-12.21,-280.27,-42.901
-12.18,-280.341,-43.256
-12.15,-280.025,-43.084
-12.11,-278.831,-42.912
-12.08,-278.094,-42.122
-12.05,-276.831,-41.309
-12.02,-275.287,-41.32
-11.98,-274.515,-41.435
-11.95,-273.357,-41.194
-11.92,-271.777,-41.045
-11.88,-271.111,-40.69
-11.85,-269.566,-40.209
-11.82,-267.636,-39.957
-11.79,-266.969,-39.556
-11.75,-265.39,-39.396
-11.72,-263.741,-39.693
-11.69,-263.67,-39.499
-11.66,-262.091,-39.407
-11.62,-261.038,-39.396
-11.59,-260.512,-38.685
-11.56,-258.617,-38.136
-11.53,-256.967,-37.941
-11.49,-256.335,-37.551
-11.46,-254.265,-37.265
-11.43,-252.615,-37.242
-11.4,-251.949,-36.772
-11.36,-249.422,-36.429
-11.33,-247.667,-35.948
-11.3,-246.509,-35.18
-11.27,-243.736,-35.1
-11.23,-242.227,-35.111
-11.2,-240.929,-34.573
-11.17,-238.472,-34.435
-11.14,-237.419,-34.447
-11.1,-236.015,-33.908
-11.07,-233.243,-33.404
-11.04,-231.804,-33.015
-11.01,-230.4,-32.774
-10.97,-227.873,-32.82
-10.94,-226.54,-32.602
-10.91,-225.311,-32.19
-10.88,-223.03,-32.213
-10.84,-221.767,-31.858
-10.81,-220.222,-31.067
-10.78,-217.415,-30.793
-10.75,-215.871,-30.472
-10.71,-213.87,-29.842
-10.68,-211.308,-29.67
-10.65,-209.554,-29.567
-10.62,-207.729,-29.154
-10.58,-205.096,-28.822
-10.55,-203.271,-28.375
-10.52,-201.236,-27.826
-10.48,-198.393,-27.654
-10.45,-196.288,-27.379
-10.42,-194.252,-27.115
-10.39,-191.936,-27.058
-10.35,-190.146,-26.76
-10.32,-188.216,-26.21
-10.29,-185.654,-25.764
-10.26,-183.443,-25.202
-10.22,-181.161,-24.503
-10.19,-178.284,-24.148
-10.16,-175.862,-23.873
-10.13,-173.897,-23.392
-10.09,-170.703,-23.014
-10.06,-168.176,-22.464
-10.03,-165.93,-21.743
-10.0,-162.631,-21.365
-9.96,-159.473,-20.757
-9.93,-157.297,-20.162
-9.9,-154.63,-20.104
-9.87,-151.471,-19.898
-9.83,-149.295,-19.051
-9.8,-146.768,-18.443
-9.77,-142.838,-17.962
-9.74,-140.03,-17.298
-9.7,-138.275,-16.427
-9.67,-134.274,-16.473
-9.64,-131.256,-16.45
-9.61,-130.449,-15.373
-9.57,-126.448,-15.11
-9.54,-123.395,-15.236
-9.51,-122.237,-14.022
-9.48,-117.393,-13.071
-9.44,-113.112,-12.784
-9.41,-110.971,-11.845
-9.38,-105.637,-11.559
-9.35,-101.881,-11.685
-9.31,-100.127,-10.929
-9.28,-95.74,-10.596
-9.25,-92.511,-10.39
-9.21,-90.265,-9.313
-9.18,-86.053,-8.557
-9.15,-82.544,-8.133
-9.12,-79.175,-7.412
-9.08,-75.42,-6.77
-9.05,-71.945,-6.312
-9.02,-68.295,-5.819
-8.99,-65.031,-5.166
-8.95,-61.662,-4.594
-8.92,-58.012,-4.284
-8.89,-54.713,-3.975
-8.86,-51.765,-3.54
-8.82,-48.607,-3.104
-8.79,-45.097,-2.749
-8.76,-42.325,-2.062
-8.73,-39.026,-1.34
-8.69,-34.814,-1.088
-8.66,-32.253,-0.355
-8.63,-28.708,0.481
-8.6,-24.847,0.825
-8.56,-22.496,1.249
-8.53,-19.653,1.821
-8.5,-15.828,2.451
-8.47,-10.774,3.104
-8.43,-4.878,3.46
-8.4,1.018,3.116
-8.37,6.177,2.623
-8.34,10.529,2.268
-8.3,14.143,1.959
-8.27,16.284,1.638
-8.24,18.074,1.466
-8.21,19.829,1.684
-8.17,22.25,2.119
-8.14,23.97,2.704
-8.11,26.321,3.402
-8.08,29.515,3.975
-8.04,32.042,4.766
-8.01,35.622,5.487
-7.98,39.482,6.22
-7.94,45.027,6.575
-7.91,49.8,6.575
-7.88,53.38,6.77
-7.85,57.732,6.679
-7.81,60.153,6.793
-7.78,61.697,7.469
-7.75,65.031,7.801
-7.72,67.032,8.534
-7.68,69.173,9.806
-7.65,73.524,10.379
-7.62,76.753,11.215
-7.59,80.157,12.372
-7.55,85.071,12.865
-7.52,89.037,13.46
-7.49,92.406,14.205
-7.46,96.196,14.48
-7.42,99.881,14.697
-7.39,102.338,15.224
-7.36,104.97,15.763
-7.33,108.83,16.106
-7.29,111.392,16.805
-7.26,114.165,17.642
-7.23,118.797,17.859
-7.2,121.675,18.363
-7.16,124.272,18.993
-7.13,128.764,18.856
-7.1,131.432,19.303
-7.07,133.783,20.059
-7.03,138.1,19.978
-7.0,141.013,20.62
-6.97,141.75,21.903
-6.94,145.119,21.903
-6.9,147.014,22.854
-6.87,149.12,24.148
-6.84,151.225,24.572
-6.81,153.822,25.512
-6.77,156.49,26.325
-6.74,159.157,27.081
-6.71,162.842,27.826
-6.68,165.79,28.295
-6.64,168.668,28.788
-6.61,171.791,28.857
