Trigger_Date,2023/06/26
Trigger_Time,T 10:12:04.484 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.557
Time (ms),Voltage (V),Current (A)
-16.67,-4.913,-2.692
-16.64,-9.335,-2.28
-16.6,-13.091,-1.902
-16.57,-15.512,-1.684
-16.54,-17.548,-1.753
-16.51,-19.934,-1.97
-16.47,-22.25,-2.371
-16.44,-24.426,-3.07
-16.41,-27.62,-3.792
-16.38,-30.428,-4.399
-16.34,-33.621,-5.247
-16.31,-37.517,-6.037
-16.28,-42.325,-6.404
-16.25,-47.624,-6.369
-16.21,-51.52,-6.575
-16.18,-55.31,-6.736
-16.15,-58.82,-6.61
-16.12,-60.539,-7.045
-16.08,-62.961,-7.572
-16.05,-65.593,-7.939
-16.02,-67.207,-8.901
-15.99,-70.612,-9.806
-15.95,-74.016,-10.447
-15.92,-76.859,-11.49
-15.89,-81.105,-12.12
-15.86,-85.176,-12.624
-15.82,-88.51,-13.414
-15.79,-92.265,-13.907
-15.76,-96.021,-14.297
-15.72,-99.144,-14.812
-15.69,-101.811,-15.305
-15.66,-105.566,-15.751
-15.63,-108.83,-16.267
-15.59,-111.076,-17.103
-15.56,-115.428,-17.516
-15.53,-119.218,-17.882
-15.5,-121.149,-18.627
-15.46,-125.676,-18.569
-15.43,-129.01,-18.925
-15.4,-130.94,-19.91
-15.37,-135.818,-19.818
-15.33,-138.872,-20.208
-15.3,-141.083,-21.25
-15.27,-143.259,-21.536
-15.24,-145.119,-21.96
-15.2,-146.768,-22.968
-15.17,-149.12,-23.759
-15.14,-151.436,-24.492
-15.11,-153.963,-25.489
-15.07,-156.595,-26.451
-15.04,-160.175,-27.218
-15.01,-163.298,-27.791
-14.98,-165.895,-28.49
-14.94,-169.861,-28.685
-14.91,-172.493,-28.925
-14.88,-174.915,-29.418
-14.85,-178.494,-29.681
-14.81,-180.881,-30.151
-14.78,-183.372,-30.804
-14.75,-186.671,-30.987
-14.72,-188.531,-31.239
-14.68,-190.813,-31.583
-14.65,-193.515,-31.571
-14.62,-194.884,-31.732
-14.59,-197.095,-32.087
-14.55,-199.551,-32.27
-14.52,-200.815,-32.637
-14.49,-203.061,-32.877
-14.46,-205.272,-32.82
-14.42,-206.36,-33.061
-14.39,-208.22,-33.267
-14.36,-210.045,-33.336
-14.32,-211.308,-33.84
-14.29,-213.379,-34.412
-14.26,-215.45,-34.813
-14.23,-217.415,-35.34
-14.19,-219.801,-35.799
-14.16,-221.942,-36.131
-14.13,-224.153,-36.394
-14.1,-226.364,-36.692
-14.06,-228.47,-36.91
-14.03,-230.33,-37.013
-14.0,-232.05,-37.173
-13.97,-233.804,-37.368
-13.93,-235.349,-37.471
-13.9,-236.858,-37.643
-13.87,-238.261,-37.815
-13.84,-239.525,-37.929
-13.8,-241.104,-38.273
-13.77,-242.613,-38.708
-13.74,-244.298,-39.098
-13.71,-245.912,-39.384
-13.67,-247.527,-39.636
-13.64,-249.176,-39.751
-13.61,-250.545,-39.934
-13.58,-252.019,-40.209
-13.54,-253.703,-40.495
-13.51,-255.142,-40.793
-13.48,-256.721,-41.114
-13.45,-258.195,-41.343
-13.41,-259.669,-41.412
-13.38,-260.793,-41.412
-13.35,-261.705,-41.469
-13.32,-262.828,-41.538
-13.28,-263.986,-41.755
-13.25,-265.144,-42.294
-13.22,-266.583,-42.764
-13.19,-267.987,-42.993
