Trigger_Date,2023/06/26
Trigger_Time,T 12:10:50.475 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.566
Time (ms),Voltage (V),Current (A)
-16.67,-2.983,-2.761
-16.64,-7.475,-2.371
-16.61,-11.301,-1.902
-16.58,-14.143,-1.524
-16.54,-16.144,-1.627
-16.51,-18.355,-1.982
-16.48,-20.671,-2.303
-16.45,-23.373,-2.681
-16.41,-26.076,-3.311
-16.38,-28.778,-4.158
-16.35,-31.972,-4.869
-16.32,-35.481,-5.499
-16.28,-40.114,-5.934
-16.25,-44.641,-6.301
-16.22,-49.203,-6.564
-16.19,-53.45,-6.644
-16.15,-57.275,-6.782
-16.12,-60.118,-7.16
-16.09,-63.101,-7.4
-16.06,-65.312,-7.79
-16.02,-67.383,-8.626
-15.99,-70.541,-9.268
-15.96,-73.209,-10.047
-15.92,-76.157,-10.952
-15.89,-80.122,-11.547
-15.86,-83.246,-12.166
-15.83,-86.685,-12.865
-15.79,-90.616,-13.323
-15.76,-93.774,-13.93
-15.73,-97.108,-14.514
-15.7,-100.548,-14.972
-15.66,-104.057,-15.614
-15.63,-107.602,-16.301
-15.6,-110.69,-17.092
-15.57,-115.323,-17.619
-15.53,-119.078,-18.123
-15.5,-121.745,-18.867
-15.47,-126.764,-18.787
-15.44,-129.642,-19.005
-15.4,-131.537,-19.726
-15.37,-136.485,-19.314
-15.34,-138.17,-19.99
-15.31,-140.591,-21.307
-15.27,-145.224,-20.471
-15.24,-144.627,-21.261
-15.21,-147.014,-21.903
-15.18,-148.698,-22.235
-15.14,-149.857,-23.747
-15.11,-152.699,-24.458
-15.08,-154.594,-25.374
-15.05,-158.35,-26.405
-15.01,-161.122,-27.218
-14.98,-164.0,-28.032
-14.95,-168.492,-28.307
-14.92,-170.949,-28.788
-14.88,-173.651,-29.315
-14.85,-177.933,-29.2
-14.82,-179.898,-29.796
-14.79,-182.706,-30.655
-14.75,-186.566,-30.644
-14.72,-188.075,-30.976
-14.69,-190.813,-31.594
-14.65,-194.182,-31.491
-14.62,-194.849,-31.675
-14.59,-197.411,-32.041
-14.56,-200.534,-31.984
-14.52,-201.341,-32.454
-14.49,-203.833,-32.717
-14.46,-206.325,-32.431
-14.43,-206.606,-32.774
-14.39,-208.887,-32.992
-14.36,-210.782,-32.786
-14.33,-211.098,-33.393
-14.3,-213.695,-33.897
-14.26,-215.871,-34.229
-14.23,-216.818,-34.985
-14.2,-219.977,-35.237
-14.17,-222.047,-35.306
-14.13,-223.276,-35.913
-14.1,-226.294,-36.051
-14.07,-227.908,-36.062
-14.04,-229.172,-36.669
-14.0,-232.12,-36.761
-13.97,-233.524,-36.99
-13.94,-234.892,-37.574
-13.91,-237.56,-37.483
-13.87,-238.612,-37.517
-13.84,-240.121,-38.101
-13.81,-242.648,-38.342
-13.78,-243.631,-38.456
-13.74,-245.21,-38.811
-13.71,-247.491,-38.937
-13.68,-248.404,-39.201
-13.65,-249.843,-39.43
-13.61,-251.738,-39.338
-13.58,-252.51,-39.613
-13.55,-254.019,-40.06
-13.52,-256.02,-40.22
-13.48,-256.827,-40.69
-13.45,-258.652,-41.194
-13.42,-260.547,-41.229
-13.38,-261.424,-41.446
-13.35,-263.074,-41.549
-13.32,-264.337,-41.343
-13.29,-265.039,-41.698
-13.25,-266.583,-42.099
-13.22,-267.987,-42.317
-13.19,-269.215,-42.752
-13.16,-270.549,-42.821
-13.12,-271.532,-42.489
-13.09,-272.023,-42.294
-13.06,-272.9,-42.317
-13.03,-273.567,-42.557
-12.99,-274.374,-43.096
-12.96,-275.673,-43.543
-12.93,-277.042,-43.932
-12.9,-278.165,-44.299
-12.86,-279.744,-44.367
-12.83,-280.902,-44.344
-12.8,-281.885,-44.539
-12.77,-283.043,-44.574
-12.73,-284.061,-44.722
-12.7,-284.903,-44.883
-12.67,-285.78,-44.871
-12.64,-286.377,-44.665
-12.6,-286.552,-44.562
-12.57,-286.833,-44.23
-12.54,-286.588,-43.772
-12.51,-285.991,-43.52
-12.47,-285.71,-43.623
-12.44,-285.535,-43.783
-12.41,-285.324,-43.863
-12.38,-285.394,-43.783
-12.34,-285.324,-43.829
-12.31,-284.692,-43.565
-12.28,-284.622,-43.325
-12.24,-284.377,-43.371
-12.21,-283.885,-43.508
-12.18,-283.815,-43.313
-12.15,-283.289,-43.004
-12.11,-282.446,-42.764
-12.08,-281.744,-42.225
-12.05,-280.516,-41.664
-12.02,-279.007,-41.297
-11.98,-277.744,-41.091
-11.95,-276.761,-41.068
-11.92,-275.533,-41.171
-11.89,-274.655,-41.057
-11.85,-273.602,-40.69
-11.82,-272.269,-40.392
-11.79,-271.251,-40.026
-11.76,-269.882,-39.636
-11.72,-268.303,-39.533
-11.69,-267.496,-39.499
-11.66,-266.443,-39.35
-11.63,-265.004,-39.293
-11.59,-264.407,-39.041
-11.56,-263.109,-38.525
-11.53,-261.214,-38.239
-11.5,-260.512,-37.7
-11.46,-258.511,-37.334
-11.43,-256.581,-37.345
-11.4,-255.914,-37.001
-11.37,-254.089,-36.761
-11.33,-252.299,-36.726
-11.3,-251.247,-35.821
-11.27,-248.825,-35.157
-11.24,-247.07,-35.455
-11.2,-246.123,-35.088
-11.17,-243.491,-34.584
-11.14,-241.525,-34.367
-11.11,-240.613,-33.931
-11.07,-238.086,-33.702
-11.04,-236.121,-33.656
-11.01,-235.243,-32.969
-10.97,-232.436,-32.648
-10.94,-230.997,-32.981
-10.91,-230.435,-32.671
-10.88,-227.592,-32.545
-10.84,-226.68,-32.431
-10.81,-226.048,-31.824
-10.78,-222.749,-31.445
-10.75,-221.24,-30.861
-10.71,-219.907,-29.91
-10.68,-215.906,-29.865
-10.65,-214.432,-29.555
-10.62,-212.712,-28.822
-10.58,-209.027,-29.051
-10.55,-207.869,-28.719
-10.52,-205.728,-27.929
-10.49,-202.219,-27.894
-10.45,-201.096,-27.356
-10.42,-198.639,-26.852
-10.39,-195.2,-27.127
-10.36,-194.427,-26.76
-10.32,-192.252,-26.474
-10.29,-189.268,-26.52
-10.26,-188.356,-25.626
-10.23,-185.829,-25.065
-10.19,-182.53,-24.881
-10.16,-181.091,-23.931
