Trigger_Date,2023/06/23
Trigger_Time,T 08:32:27.338 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.553
Time (ms),Voltage (V),Current (A)
-16.67,-0.456,1.031
-16.63,3.088,2.062
-16.6,7.861,2.325
-16.57,14.143,2.394
-16.54,19.337,2.463
-16.5,21.303,2.944
-16.47,22.742,3.322
-16.44,23.233,4.307
-16.41,27.129,5.04
-16.37,31.621,5.544
-16.34,39.763,5.327
-16.31,42.992,5.247
-16.28,42.36,6.243
-16.24,44.781,6.667
-16.21,49.976,6.564
-16.18,52.783,7.286
-16.15,54.468,8.397
-16.11,59.732,8.443
-16.08,63.487,8.912
-16.05,67.769,9.497
-16.02,68.26,9.955
-15.98,71.84,10.608
-15.95,75.771,10.642
-15.92,76.859,11.994
-15.89,82.333,12.086
-15.85,85.667,12.521
-15.82,90.546,13.071
-15.79,92.511,13.414
-15.76,94.336,14.193
-15.72,99.214,14.193
-15.69,102.513,14.663
-15.66,107.356,14.927
-15.63,109.216,15.144
-15.59,110.936,16.141
-15.56,114.27,16.611
-15.53,117.078,17.527
-15.5,122.447,17.63
-15.46,125.009,18.065
-15.43,128.729,18.741
-15.4,132.133,18.821
-15.36,135.503,19.44
-15.33,137.643,19.875
-15.3,140.276,20.517
-15.27,145.119,20.62
-15.23,147.33,21.044
-15.2,149.33,21.468
-15.17,150.629,21.937
-15.14,153.436,23.026
-15.1,158.63,23.381
-15.07,162.07,23.77
-15.04,164.842,24.446
-15.01,167.018,24.939
-14.97,169.264,25.317
-14.94,171.896,25.775
-14.91,175.546,26.016
-14.88,178.494,26.256
-14.84,180.951,26.886
-14.81,182.881,27.585
-14.78,186.601,27.826
-14.75,189.584,27.963
-14.71,191.444,28.57
-14.68,194.463,28.49
-14.65,194.989,28.616
-14.62,196.288,29.303
-14.58,199.341,29.658
-14.55,201.271,29.956
-14.52,202.64,30.518
-14.49,205.447,30.667
-14.45,206.676,30.804
-14.42,208.395,31.125
-14.39,210.22,31.148
-14.36,210.501,31.801
-14.32,213.94,32.224
-14.29,216.783,32.362
-14.26,218.959,32.832
-14.23,221.065,33.118
-14.19,222.258,33.301
-14.16,223.557,33.53
-14.13,224.785,33.84
-14.1,225.417,34.367
-14.06,227.522,34.733
-14.03,229.172,35.191
-14.0,232.155,35.604
-13.97,235.419,35.948
-13.93,237.419,36.257
-13.9,238.858,36.326
-13.87,239.735,36.532
-13.83,242.052,36.852
-13.8,244.052,37.013
-13.77,245.386,37.219
-13.74,247.246,37.276
-13.7,247.562,37.929
-13.67,250.089,38.227
-13.64,251.773,38.158
-13.61,253.668,38.456
-13.57,254.861,38.777
-13.54,256.581,39.086
-13.51,259.424,38.96
-13.48,260.126,39.43
-13.44,261.038,39.9
-13.41,262.582,39.762
-13.38,263.495,39.556
-13.35,263.705,40.072
-13.31,264.653,40.243
-13.28,265.671,40.656
-13.25,267.952,40.438
-13.22,268.373,41.091
-13.18,271.672,41.423
-13.15,272.128,41.32
-13.12,272.83,42.019
-13.09,275.182,41.011
-13.05,275.182,41.125
-13.02,276.831,41.836
-12.99,278.13,41.79
-12.96,278.516,42.248
-12.92,280.305,42.397
-12.89,280.902,42.317
-12.86,281.429,42.363
-12.83,281.639,41.916
-12.79,280.867,42.317
-12.76,281.92,42.729
-12.73,283.71,42.34
-12.7,285.184,42.145
-12.66,286.798,41.847
-12.63,284.763,42.58
-12.6,285.219,42.66
-12.57,286.623,42.34
-12.53,286.903,42.546
-12.5,287.184,42.523
-12.47,287.43,42.58
-12.44,288.237,42.489
-12.4,288.307,42.317
-12.37,288.202,42.088
-12.34,287.289,41.824
-12.3,286.201,41.71
-12.27,285.956,41.263
-12.24,284.552,41.24
-12.21,284.938,41.584
-12.17,285.921,41.206
-12.14,283.078,41.423
-12.11,282.973,41.309
-12.08,282.622,40.61
-12.04,281.288,40.45
-12.01,280.305,40.232
-11.98,278.094,40.186
-11.95,276.129,40.598
-11.91,276.27,40.564
-11.88,274.866,40.404
-11.85,273.567,40.335
-11.82,272.374,39.865
-11.78,271.04,39.43
-11.75,269.847,39.029
-11.72,267.145,39.132
-11.69,266.162,39.281
-11.65,266.232,38.8
-11.62,264.091,38.857
-11.59,263.776,38.697
-11.56,261.424,38.25
-11.52,260.371,38.032
-11.49,259.459,37.597
-11.46,257.388,37.735
-11.43,256.09,37.551
-11.39,254.475,37.368
-11.36,253.633,37.082
-11.33,251.562,36.852
-11.3,249.878,36.257
-11.26,247.456,35.718
-11.23,244.403,35.673
-11.2,242.157,35.615
-11.17,240.648,35.283
-11.13,239.735,35.604
-11.1,240.578,35.18
-11.07,237.033,34.596
-11.04,232.541,34.687
-11.0,230.891,34.527
-10.97,231.102,33.943
-10.94,229.488,33.622
-10.91,227.066,33.679
-10.87,225.381,33.267
-10.84,223.03,33.084
-10.81,221.591,33.061
-10.77,220.468,32.568
-10.74,219.064,32.018
-10.71,217.169,31.801
-10.68,215.134,31.606
-10.64,213.274,31.319
-10.61,212.993,30.632
-10.58,209.483,30.426
-10.55,206.184,30.426
-10.51,204.43,29.567
-10.48,202.148,29.154
-10.45,199.516,28.948
-10.42,197.2,28.593
-10.38,195.129,28.238
-10.35,192.111,28.352
-10.32,189.97,28.146
-10.29,187.444,27.837
-10.25,186.601,27.31
-10.22,186.32,26.222
-10.19,181.548,26.05
-10.16,178.74,25.741
-10.12,176.74,25.053
-10.09,174.072,25.088
-10.06,171.44,24.698
-10.03,168.773,24.125
-9.99,166.0,23.702
-9.96,163.123,23.507
