Trigger_Date,2023/06/23
Trigger_Time,T 10:36:06.045 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.559
Time (ms),Voltage (V),Current (A)
-16.67,-4.071,-0.252
-16.64,-8.669,-0.389
-16.61,-13.336,-0.241
-16.57,-15.828,-0.573
-16.54,-18.074,-1.283
-16.51,-21.198,-1.753
-16.47,-25.374,-2.142
-16.44,-29.34,-2.509
-16.41,-31.27,-3.482
-16.38,-38.148,-3.23
-16.34,-40.71,-2.978
-16.31,-43.939,-3.723
-16.28,-47.484,-3.425
-16.25,-47.098,-4.067
-16.21,-48.537,-5.132
-16.18,-52.222,-5.797
-16.15,-57.486,-6.014
-16.12,-60.399,-6.805
-16.08,-64.259,-7.309
-16.05,-68.19,-7.332
-16.02,-69.418,-8.156
-15.99,-71.313,-9.084
-15.95,-75.7,-9.359
-15.92,-79.701,-10.012
-15.89,-81.386,-11.192
-15.86,-85.071,-11.891
-15.82,-89.107,-12.406
-15.79,-93.178,-13.254
-15.76,-98.372,-13.254
-15.73,-101.53,-13.323
-15.69,-103.847,-13.609
-15.66,-105.04,-13.941
-15.63,-107.532,-14.617
-15.6,-111.743,-15.305
-15.56,-116.376,-15.866
-15.53,-119.254,-16.565
-15.5,-122.131,-17.034
-15.47,-125.044,-17.642
-15.43,-128.554,-18.501
-15.4,-133.397,-18.764
-15.37,-136.731,-19.291
-15.34,-139.082,-19.852
-15.3,-139.925,-20.185
-15.27,-141.469,-20.597
-15.24,-143.61,-20.883
-15.2,-146.873,-21.479
-15.17,-149.12,-22.235
-15.14,-152.103,-23.094
-15.11,-156.946,-23.049
-15.07,-158.736,-23.667
-15.04,-161.789,-24.343
-15.01,-165.369,-24.481
-14.98,-168.211,-24.652
-14.94,-169.685,-25.271
-14.91,-172.563,-25.626
-14.88,-174.879,-25.993
-14.85,-177.652,-26.772
-14.81,-180.74,-27.425
-14.78,-184.355,-27.574
-14.75,-187.268,-27.642
-14.72,-188.005,-28.066
-14.68,-187.724,-29.063
-14.65,-192.322,-28.948
-14.62,-194.498,-28.937
-14.59,-197.095,-29.681
-14.55,-198.077,-30.105
-14.52,-197.025,-30.941
-14.49,-200.394,-31.274
-14.46,-203.377,-31.297
-14.42,-204.605,-32.018
-14.39,-207.097,-32.293
-14.36,-207.974,-32.614
-14.33,-210.817,-33.084
-14.29,-212.782,-33.519
-14.26,-213.94,-34.149
-14.23,-216.537,-34.493
-14.2,-220.468,-34.344
-14.16,-221.521,-34.642
-14.13,-220.959,-35.524
-14.1,-222.82,-35.661
-14.07,-225.381,-35.592
-14.03,-226.294,-36.52
-14.0,-230.295,-36.979
-13.97,-232.436,-36.486
-13.94,-231.979,-37.07
-13.9,-233.348,-37.677
-13.87,-235.875,-37.551
-13.84,-237.419,-38.044
-13.8,-240.121,-38.72
-13.77,-242.227,-38.788
-13.74,-242.332,-39.315
-13.71,-244.438,-39.854
-13.67,-246.825,-39.865
-13.64,-248.65,-39.831
-13.61,-249.106,-40.404
-13.58,-251.598,-40.656
-13.54,-253.914,-40.507
-13.51,-256.09,-40.667
-13.48,-256.441,-41.091
-13.45,-256.932,-41.618
-13.41,-259.389,-41.24
-13.38,-260.231,-41.057
-13.35,-260.863,-41.481
-13.32,-261.565,-41.813
-13.28,-263.214,-41.847
-13.25,-265.355,-41.87
-13.22,-266.478,-42.271
-13.19,-267.11,-42.924
