Trigger_Date,2023/06/28
Trigger_Time,T 14:07:14.993 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.557
Time (ms),Voltage (V),Current (A)
-16.67,0.948,2.784
-16.64,3.79,3.597
-16.6,5.861,3.712
-16.57,7.686,4.754
-16.54,11.581,5.819
-16.51,16.776,5.877
-16.47,21.97,5.361
-16.44,26.707,5.029
-16.41,31.2,5.075
-16.38,35.551,5.098
-16.34,38.85,4.754
-16.31,40.605,4.296
-16.28,41.658,4.33
-16.25,42.711,5.063
-16.21,44.185,6.346
-16.18,46.712,7.744
-16.15,49.976,8.981
-16.12,53.731,10.047
-16.08,57.977,10.814
-16.05,62.469,11.226
-16.02,66.751,11.49
-15.99,71.033,11.57
-15.95,74.683,11.559
-15.92,77.455,11.822
-15.89,80.403,12.28
-15.86,83.211,12.727
-15.82,85.703,13.369
-15.79,88.545,14.102
-15.76,91.844,14.823
-15.72,95.003,15.488
-15.69,98.337,16.049
-15.66,101.952,16.485
-15.63,105.356,16.989
-15.59,109.041,17.538
-15.56,112.761,18.088
-15.53,115.919,18.352
-15.5,119.113,18.627
-15.46,122.307,18.844
-15.43,124.834,19.142
-15.4,127.396,19.715
-15.37,130.414,20.208
-15.33,133.186,20.929
-15.3,136.24,21.662
-15.27,139.609,22.086
-15.24,142.627,22.419
-15.2,145.68,22.819
-15.17,148.909,23.14
-15.14,151.646,23.495
-15.11,154.349,23.862
-15.07,157.262,24.137
-15.04,159.859,24.469
-15.01,162.28,24.962
-14.98,165.053,25.305
-14.94,167.369,25.58
-14.91,169.51,25.993
-14.88,172.107,26.508
-14.85,174.915,27.058
-14.81,177.617,27.688
-14.78,180.811,28.135
-14.75,183.723,28.433
-14.72,186.356,28.685
-14.68,189.058,28.788
-14.65,191.269,28.799
-14.62,193.164,29.074
-14.59,195.27,29.475
-14.55,197.34,29.853
-14.52,199.165,30.22
-14.49,201.096,30.632
-14.46,203.131,30.781
-14.42,204.71,30.941
-14.39,206.465,31.182
-14.36,208.325,31.503
-14.32,210.185,31.915
-14.29,212.186,32.282
-14.26,214.256,32.58
-14.23,216.222,32.946
-14.19,218.117,33.084
-14.16,220.047,33.118
-14.13,221.696,33.324
-14.1,223.451,33.691
-14.06,225.276,33.977
-14.03,226.996,34.241
-14.0,228.716,34.504
-13.97,230.576,34.79
-13.93,232.19,34.928
-13.9,233.734,35.18
-13.87,235.489,35.432
-13.84,237.068,35.673
-13.8,238.788,36.005
-13.77,240.578,36.2
-13.74,242.192,36.486
-13.71,243.877,36.83
-13.67,245.631,36.99
-13.64,247.316,37.036
-13.61,248.685,37.242
-13.58,250.229,37.494
-13.54,251.738,37.689
-13.51,253.177,37.975
-13.48,254.756,38.227
-13.45,256.335,38.433
-13.41,257.669,38.548
-13.38,258.932,38.525
-13.35,260.02,38.559
-13.32,261.003,38.788
-13.28,262.267,39.063
-13.25,263.425,39.315
-13.22,264.583,39.567
-13.19,265.811,39.819
-13.15,267.11,39.9
-13.12,268.303,39.991
-13.09,269.391,40.094
-13.06,270.514,40.186
-13.02,271.497,40.381
-12.99,272.69,40.667
-12.96,273.988,40.805
-12.93,274.901,40.862
-12.89,275.708,40.828
-12.86,276.445,40.793
-12.83,276.936,40.793
-12.79,277.287,40.862
-12.76,277.744,40.954
-12.73,278.27,41.206
-12.7,278.796,41.355
-12.66,279.358,41.423
-12.63,279.814,41.309
-12.6,280.165,41.274
-12.57,280.551,41.515
-12.53,281.007,41.492
-12.5,281.358,41.538
-12.47,281.815,41.744
-12.44,282.341,41.778
-12.4,282.481,41.607
-12.37,282.552,41.481
-12.34,282.481,41.412
-12.31,282.306,41.263
-12.27,281.955,41.091
-12.24,281.464,41.137
-12.21,281.007,41.251
-12.18,280.692,41.263
-12.14,280.341,41.148
-12.11,279.674,40.908
-12.08,278.831,40.541
-12.05,277.638,40.209
-12.01,276.41,40.106
-11.98,275.392,40.186
-11.95,274.409,40.232
-11.92,273.497,40.129
-11.88,272.374,39.842
-11.85,271.111,39.487
-11.82,269.672,39.052
-11.79,267.952,38.617
-11.75,266.092,38.388
-11.72,264.548,38.33
-11.69,263.004,38.353
-11.66,261.67,38.319
-11.62,260.477,38.158
-11.59,259.108,37.826
-11.56,257.634,37.494
-11.53,256.195,37.231
-11.49,254.721,37.047
-11.46,253.352,36.933
-11.43,252.019,36.807
-11.39,250.896,36.658
-11.36,249.562,36.486
-11.33,248.193,36.165
-11.3,246.649,35.661
-11.26,244.719,35.214
-11.23,242.964,34.997
-11.2,241.139,34.836
-11.17,239.209,34.687
-11.13,237.349,34.424
-11.1,235.454,34.115
-11.07,233.418,33.851
-11.04,231.488,33.611
-11.0,229.663,33.37
-10.97,227.698,33.095
-10.94,226.013,32.9
-10.91,224.223,32.648
-10.87,222.433,32.328
-10.84,220.819,32.156
-10.81,219.24,31.892
-10.78,217.38,31.491
-10.74,215.414,31.125
-10.71,213.625,30.793
-10.68,211.589,30.518
-10.65,209.694,30.323
-10.61,207.869,30.128
-10.58,205.904,29.819
-10.55,203.728,29.383
-10.52,201.552,28.948
-10.48,199.271,28.582
-10.45,197.095,28.375
-10.42,195.094,28.204
-10.39,193.059,27.952
-10.35,190.988,27.642
-10.32,188.953,27.321
-10.29,186.917,26.898
-10.26,184.636,26.394
-10.22,182.285,25.947
-10.19,179.863,25.489
-10.16,177.161,25.156
-10.13,174.704,24.927
-10.09,172.388,24.687
-10.06,169.826,24.251
-10.03,167.229,23.782
-9.99,164.772,23.404
-9.96,162.14,22.991
-9.93,159.367,22.51
-9.9,156.595,22.04
-9.86,153.577,21.422
-9.83,150.769,21.239
-9.8,148.172,21.032
-9.77,145.364,20.689
-9.73,142.487,20.104
-9.7,139.784,19.669
-9.67,137.082,19.36
-9.64,134.415,18.982
-9.6,131.888,18.661
-9.57,129.045,18.123
-9.54,125.992,17.538
-9.51,123.044,16.966
-9.47,119.85,16.427
-9.44,116.621,15.992
-9.41,113.533,15.568
-9.38,110.269,15.144
-9.34,107.04,14.801
-9.31,104.233,14.331
-9.28,101.25,13.666
-9.25,97.67,13.002
-9.21,94.09,12.292
-9.18,90.3,11.627
-9.15,86.369,11.112
-9.12,82.719,10.837
-9.08,79.21,10.562
-9.05,75.841,10.436
-9.02,73.174,10.241
-8.99,70.612,9.691
-8.95,67.558,8.981
-8.92,64.505,8.225
-8.89,61.276,7.32
-8.86,57.24,6.518
-8.82,53.064,5.854
-8.79,48.853,5.201
-8.76,44.431,4.685
-8.73,40.184,4.41
-8.69,36.429,4.055
-8.66,32.603,3.849
-8.63,29.866,4.284
-8.59,29.269,5.556
-8.56,28.603,5.086
-8.53,25.725,2.28
-8.5,21.513,0.63
-8.46,16.635,0.241
-8.43,11.722,-0.218
-8.4,5.721,-0.939
-8.37,0.316,-1.123
-8.33,-0.456,-2.028
-8.3,-2.808,-3.196
-8.27,-5.44,-3.482
-8.24,-7.23,-4.479
-8.2,-10.915,-5.693
-8.17,-16.354,-6.117
-8.14,-22.391,-6.186
-8.11,-28.357,-5.911
-8.07,-33.586,-5.384
-8.04,-37.727,-4.846
-8.01,-40.465,-4.525
-7.98,-42.114,-4.365
-7.94,-43.202,-4.41
-7.91,-43.799,-5.132
-7.88,-44.922,-6.621
-7.85,-47.554,-8.248
-7.81,-51.134,-9.588
-7.78,-55.275,-10.585
-7.75,-59.662,-11.192
-7.72,-64.224,-11.467
-7.68,-68.576,-11.49
-7.65,-72.507,-11.318
-7.62,-75.385,-11.284
-7.59,-77.771,-11.65
-7.55,-80.438,-12.097
-7.52,-82.93,-12.681
-7.49,-85.352,-13.563
-7.46,-88.475,-14.468
-7.42,-91.914,-15.167
-7.39,-95.354,-15.809
-7.36,-99.039,-16.267
-7.33,-102.689,-16.542
-7.29,-105.777,-16.782
-7.26,-109.041,-17.034
-7.23,-112.234,-17.412
-7.2,-114.867,-17.825
-7.16,-117.92,-18.432
-7.13,-121.149,-18.913
-7.1,-123.851,-19.371
-7.06,-126.939,-20.013
-7.03,-130.379,-20.597
-7.0,-133.502,-21.193
-6.97,-137.047,-21.766
-6.93,-140.591,-22.098
-6.9,-143.68,-22.419
-6.87,-146.803,-22.751
-6.84,-150.067,-23.003
-6.8,-152.734,-23.346
-6.77,-155.402,-23.782
-6.74,-158.244,-24.102
-6.71,-160.561,-24.492
-6.67,-163.052,-24.985
-6.64,-165.895,-25.408
-6.61,-168.422,-25.855
-6.58,-170.984,-26.279
-6.54,-173.686,-26.554
-6.51,-176.248,-26.909
-6.48,-178.74,-27.367
-6.45,-181.442,-27.722
-6.41,-183.653,-27.734
-6.38,-185.092,-27.551
-6.35,-186.531,-27.402
-6.32,-187.408,-27.447
-6.28,-188.11,-27.848
-6.25,-189.725,-28.57
-6.22,-191.62,-29.383
-6.19,-193.971,-30.22
-6.15,-196.709,-30.884
-6.12,-199.832,-31.274
-6.09,-202.921,-31.549
-6.06,-206.255,-31.732
-6.02,-209.132,-31.824
-5.99,-211.694,-32.018
-5.96,-214.432,-32.213
-5.93,-216.888,-32.396
-5.89,-218.608,-32.591
-5.86,-220.293,-32.74
-5.83,-221.837,-32.751
-5.8,-222.855,-33.015
-5.76,-224.223,-33.507
-5.73,-225.732,-33.805
-5.7,-227.136,-34.126
