Trigger_Date,2023/06/28
Trigger_Time,T 11:06:31.283 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.549
Time (ms),Voltage (V),Current (A)
-16.67,-0.983,-2.99
-16.63,-3.931,-3.723
-16.6,-5.826,-3.792
-16.57,-7.896,-4.96
-16.53,-11.757,-5.739
-16.5,-16.811,-5.613
-16.47,-22.145,-5.636
-16.44,-27.55,-5.613
-16.4,-32.533,-5.304
-16.37,-36.604,-4.811
-16.34,-39.166,-4.158
-16.31,-40.254,-3.792
-16.27,-40.746,-3.929
-16.24,-41.272,-4.731
-16.21,-42.395,-6.163
-16.18,-44.957,-7.767
-16.14,-48.502,-9.096
-16.11,-52.538,-10.15
-16.08,-57.065,-10.894
-16.05,-61.908,-11.272
-16.01,-66.365,-11.318
-15.98,-70.471,-11.249
-15.95,-73.911,-11.204
-15.92,-76.508,-11.49
-15.88,-79.42,-11.902
-15.85,-82.018,-12.487
-15.82,-84.544,-13.369
-15.79,-87.738,-14.262
-15.75,-91.107,-14.915
-15.72,-94.406,-15.442
-15.69,-98.021,-15.877
-15.66,-101.53,-16.244
-15.62,-104.759,-16.702
-15.59,-108.234,-17.126
-15.56,-111.673,-17.538
-15.53,-114.621,-17.997
-15.49,-117.885,-18.421
-15.46,-121.149,-18.821
-15.43,-124.026,-19.303
-15.4,-127.01,-19.91
-15.36,-130.449,-20.505
-15.33,-133.748,-21.055
-15.3,-136.942,-21.445
-15.27,-140.381,-21.869
-15.23,-143.013,-21.972
-15.2,-145.575,-22.201
-15.17,-148.523,-22.625
-15.14,-151.05,-23.117
-15.1,-153.752,-23.69
-15.07,-156.735,-24.114
-15.04,-159.473,-24.584
-15.01,-162.07,-24.996
-14.97,-165.053,-25.271
-14.94,-167.65,-25.5
-14.91,-170.036,-25.821
-14.87,-172.528,-26.084
-14.84,-174.844,-26.497
-14.81,-177.161,-27.069
-14.78,-179.968,-27.551
-14.74,-182.6,-27.86
-14.71,-184.917,-28.146
-14.68,-187.303,-28.387
-14.65,-189.584,-28.627
-14.61,-191.62,-28.925
-14.58,-193.831,-29.235
-14.55,-196.077,-29.601
-14.52,-198.148,-29.979
-14.48,-200.288,-30.254
-14.45,-202.324,-30.392
-14.42,-203.973,-30.54
-14.39,-205.763,-30.77
-14.35,-207.623,-31.022
-14.32,-209.308,-31.4
-14.29,-211.238,-31.824
-14.26,-213.274,-32.213
-14.22,-215.239,-32.557
-14.19,-217.274,-32.774
-14.16,-219.275,-32.923
-14.13,-221.135,-33.118
-14.09,-223.03,-33.37
-14.06,-224.855,-33.576
-14.03,-226.505,-33.908
-14.0,-228.329,-34.241
-13.96,-230.19,-34.447
-13.93,-231.734,-34.63
-13.9,-233.243,-34.768
-13.87,-235.068,-35.088
-13.83,-236.717,-35.352
-13.8,-238.297,-35.638
-13.77,-240.051,-35.913
-13.74,-241.806,-36.222
-13.7,-243.701,-36.44
-13.67,-245.386,-36.52
-13.64,-246.754,-36.555
-13.61,-248.193,-36.704
-13.57,-249.632,-36.875
-13.54,-250.861,-37.127
-13.51,-251.949,-37.483
-13.48,-253.352,-37.872
-13.44,-254.897,-38.09
-13.41,-256.195,-38.204
-13.38,-257.669,-38.273
-13.35,-259.003,-38.33
-13.31,-260.231,-38.433
-13.28,-261.459,-38.582
-13.25,-262.758,-38.857
-13.21,-264.091,-39.167
-13.18,-265.355,-39.247
-13.15,-266.583,-39.327
-13.12,-267.706,-39.487
-13.08,-268.794,-39.671
-13.05,-269.917,-39.785
-13.02,-271.005,-40.014
-12.99,-272.163,-40.312
-12.95,-273.392,-40.45
-12.92,-274.445,-40.438
-12.89,-275.322,-40.45
-12.86,-276.164,-40.392
-12.82,-276.585,-40.346
-12.79,-276.971,-40.438
-12.76,-277.463,-40.679
-12.73,-278.059,-40.896
-12.69,-278.586,-40.999
-12.66,-279.147,-40.999
-12.63,-279.674,-41.103
-12.6,-280.446,-41.343
-12.56,-281.078,-41.32
-12.53,-281.323,-40.988
-12.5,-281.534,-40.908
-12.47,-281.885,-41.16
-12.43,-282.025,-41.194
-12.4,-282.025,-41.08
-12.37,-281.955,-40.965
-12.34,-281.744,-40.908
-12.3,-281.323,-40.713
-12.27,-280.832,-40.61
-12.24,-280.411,-40.713
-12.21,-280.2,-40.908
-12.17,-280.025,-40.85
-12.14,-279.568,-40.667
-12.11,-279.042,-40.438
-12.08,-278.27,-40.198
-12.04,-277.428,-39.911
-12.01,-276.34,-39.739
-11.98,-275.287,-39.716
-11.95,-274.304,-39.705
-11.91,-273.357,-39.602
-11.88,-272.304,-39.396
-11.85,-271.005,-39.144
-11.82,-269.637,-38.823
-11.78,-268.163,-38.422
-11.75,-266.408,-38.147
-11.72,-264.828,-38.136
-11.69,-263.39,-38.09
-11.65,-262.091,-38.01
-11.62,-260.968,-37.918
-11.59,-259.599,-37.62
-11.55,-258.16,-37.185
-11.52,-256.581,-36.761
-11.49,-254.791,-36.486
-11.46,-253.107,-36.348
-11.42,-251.598,-36.268
-11.39,-250.159,-36.142
-11.36,-248.544,-35.993
-11.33,-247.07,-35.73
-11.29,-245.456,-35.34
-11.26,-243.701,-34.997
-11.23,-241.982,-34.768
-11.2,-240.402,-34.619
-11.16,-238.718,-34.401
-11.13,-236.963,-34.172
-11.1,-235.313,-33.931
-11.07,-233.594,-33.622
-11.03,-231.804,-33.255
-11.0,-230.049,-32.969
-10.97,-228.154,-32.797
-10.94,-226.294,-32.602
-10.9,-224.574,-32.339
-10.87,-222.82,-32.098
-10.84,-220.924,-31.766
-10.81,-219.099,-31.342
-10.77,-217.099,-30.976
-10.74,-214.888,-30.609
-10.71,-212.782,-30.483
-10.68,-210.957,-30.403
-10.64,-209.203,-30.277
-10.61,-207.623,-30.059
-10.58,-205.939,-29.727
-10.55,-204.008,-29.292
-10.51,-202.043,-28.857
-10.48,-200.008,-28.421
-10.45,-197.797,-28.055
-10.42,-195.656,-27.814
-10.38,-193.515,-27.574
-10.35,-191.304,-27.31
-10.32,-189.198,-27.058
-10.29,-187.128,-26.611
-10.25,-184.706,-26.107
-10.22,-182.214,-25.695
-10.19,-179.723,-25.237
-10.16,-177.09,-24.904
-10.12,-174.634,-24.744
-10.09,-172.353,-24.435
-10.06,-169.896,-24.045
-10.03,-167.299,-23.587
-9.99,-164.842,-23.117
-9.96,-162.07,-22.636
-9.93,-159.122,-22.247
-9.89,-156.595,-21.903
-9.86,-153.928,-21.754
-9.83,-151.12,-21.227
-9.8,-148.488,-20.712
-9.76,-145.61,-20.23
-9.73,-142.697,-19.807
-9.7,-140.1,-19.6
-9.67,-137.328,-19.199
-9.63,-134.555,-19.005
-9.6,-132.169,-18.627
-9.57,-129.572,-18.134
-9.54,-126.834,-17.653
-9.5,-124.132,-17.092
-9.47,-121.254,-16.496
-9.44,-117.885,-15.935
-9.41,-114.691,-15.476
-9.37,-111.462,-15.121
-9.34,-108.128,-14.869
-9.31,-105.251,-14.411
-9.28,-102.197,-13.77
-9.24,-98.582,-13.208
-9.21,-95.284,-12.681
-9.18,-91.879,-11.994
-9.15,-87.984,-11.421
-9.11,-84.369,-10.894
-9.08,-80.824,-10.299
