Trigger_Date,2023/07/06
Trigger_Time,T 14:52:03.004 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.547
Time (ms),Voltage (V),Current (A)
-16.66,5.931,0.172
-16.63,7.3,0.286
-16.6,9.3,0.378
-16.57,13.055,0.687
-16.53,18.285,0.71
-16.5,21.478,0.355
-16.47,24.075,0.573
-16.44,28.918,0.848
-16.4,33.411,0.722
-16.37,36.113,0.687
-16.34,38.324,0.779
-16.31,40.781,0.848
-16.27,43.343,0.882
-16.24,46.08,0.951
-16.21,49.59,1.031
-16.18,53.731,1.02
-16.14,57.837,1.02
-16.11,61.627,0.962
-16.08,65.102,0.836
-16.05,67.909,0.836
-16.01,71.173,0.939
-15.98,74.648,0.962
-15.95,77.982,0.997
-15.92,81.526,1.157
-15.88,85.597,1.294
-15.85,89.633,1.249
-15.82,93.108,1.214
-15.79,96.231,1.272
-15.75,99.39,1.432
-15.72,102.969,1.501
-15.69,106.409,1.432
-15.65,109.673,1.466
-15.62,113.007,1.638
-15.59,116.516,1.741
-15.56,120.236,1.741
-15.52,123.5,1.673
-15.49,126.308,1.73
-15.46,129.431,1.936
-15.43,133.151,2.039
-15.39,136.591,2.028
-15.36,139.784,2.245
-15.33,143.996,2.497
-15.3,147.891,2.463
-15.26,150.383,2.325
-15.23,153.015,2.429
-15.2,156.735,2.555
-15.17,159.438,2.497
-15.13,161.964,2.681
-15.1,165.93,2.772
-15.07,169.545,2.623
-15.04,171.651,2.6
-15.0,174.072,2.864
-14.97,177.161,2.921
-14.94,179.723,2.956
-14.91,182.46,3.036
-14.87,185.303,3.208
-14.84,188.602,3.391
-14.81,191.83,3.379
-14.78,194.077,3.46
-14.74,196.182,3.7
-14.71,198.463,3.803
-14.68,200.745,3.838
-14.65,203.096,3.849
-14.61,205.588,3.929
-14.58,208.185,4.009
-14.55,210.501,4.032
-14.52,212.607,4.113
-14.48,214.642,4.33
-14.45,216.537,4.445
-14.42,218.643,4.548
-14.39,221.1,4.605
-14.35,223.451,4.731
-14.32,225.978,4.914
-14.29,228.365,4.972
-14.26,230.646,4.983
-14.22,232.962,4.972
-14.19,234.401,4.914
-14.16,236.121,5.029
-14.13,238.718,5.029
-14.09,240.718,4.949
-14.06,242.438,5.029
-14.03,244.122,5.098
-14.0,246.017,5.166
-13.96,248.264,5.166
-13.93,249.808,5.063
-13.9,251.036,5.144
-13.86,252.896,5.201
-13.83,254.581,5.178
-13.8,256.335,5.201
-13.77,258.266,5.235
-13.73,259.915,5.338
-13.7,261.67,5.407
-13.67,263.179,5.338
-13.64,264.548,5.315
-13.6,266.232,5.35
-13.57,267.776,5.384
-13.54,269.25,5.418
-13.51,270.97,5.407
-13.47,272.479,5.407
-13.44,273.708,5.407
-13.41,274.234,5.338
-13.38,275.006,5.304
-13.34,276.199,5.212
-13.31,277.498,5.281
-13.28,278.867,5.407
-13.25,280.411,5.522
-13.21,281.92,5.579
-13.18,283.289,5.602
-13.15,284.341,5.59
-13.12,285.289,5.613
-13.08,286.447,5.556
-13.05,287.5,5.487
-13.02,288.588,5.487
-12.99,289.746,5.556
-12.95,290.764,5.579
-12.92,291.641,5.544
-12.89,292.238,5.453
-12.86,292.729,5.418
-12.82,293.045,5.35
-12.79,293.256,5.327
-12.76,293.887,5.281
-12.73,294.554,5.292
-12.69,294.94,5.315
-12.66,295.186,5.384
-12.63,295.502,5.35
-12.6,295.747,5.247
-12.56,295.186,5.098
-12.53,294.765,5.155
-12.5,295.712,5.212
-12.47,296.028,5.155
-12.43,295.923,5.166
-12.4,295.818,5.201
-12.37,295.677,5.166
-12.34,295.502,5.166
-12.3,295.853,5.121
-12.27,295.467,5.029
-12.24,295.502,5.155
-12.2,295.712,5.132
-12.17,295.502,5.098
-12.14,294.765,4.926
-12.11,293.607,4.834
-12.07,292.764,4.731
-12.04,291.501,4.571
-12.01,290.343,4.502
-11.98,289.816,4.502
-11.94,288.974,4.513
-11.91,287.851,4.594
-11.88,287.079,4.571
-11.85,285.815,4.433
-11.81,284.271,4.376
-11.78,282.938,4.342
-11.75,281.779,4.307
-11.72,280.902,4.284
-11.68,279.849,4.239
-11.65,278.34,4.239
-11.62,276.831,4.204
-11.59,275.322,4.124
-11.55,273.883,4.021
-11.52,272.374,3.941
-11.49,270.724,3.975
-11.46,269.321,3.987
-11.42,268.057,3.929
-11.39,266.724,3.872
-11.36,265.109,3.872
-11.33,263.249,3.838
-11.29,261.53,3.78
-11.26,260.371,3.746
-11.23,259.108,3.654
-11.2,257.002,3.597
-11.16,255.002,3.643
-11.13,253.949,3.597
-11.1,252.229,3.402
-11.07,249.843,3.356
-11.03,247.807,3.345
-11.0,246.158,3.334
-10.97,244.438,3.196
-10.94,242.438,3.127
-10.9,240.297,3.07
-10.87,238.121,3.116
-10.84,236.787,3.127
-10.81,234.892,2.933
-10.77,232.436,2.864
-10.74,230.505,2.91
-10.71,228.786,2.864
-10.68,226.645,2.772
-10.64,224.504,2.795
-10.61,223.03,2.807
-10.58,220.889,2.646
-10.55,217.976,2.543
-10.51,215.134,2.612
-10.48,212.888,2.669
-10.45,210.852,2.509
-10.41,208.466,2.44
-10.38,205.869,2.532
-10.35,203.447,2.646
-10.32,201.341,2.486
-10.28,198.393,2.257
-10.25,194.954,2.303
-10.22,191.866,2.463
-10.19,189.268,2.474
-10.15,187.163,2.394
-10.12,184.846,2.257
-10.09,181.969,2.234
-10.06,179.161,2.165
-10.02,176.248,1.993
-9.99,172.914,1.879
-9.96,169.615,1.81
-9.93,166.492,1.821
-9.89,163.895,1.799
-9.86,161.368,1.673
-9.83,157.788,1.466
