Trigger_Date,2023/07/06
Trigger_Time,T 10:53:56.963 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.555
Time (ms),Voltage (V),Current (A)
-16.67,-0.281,-0.069
-16.64,1.158,1.065
-16.6,6.001,1.627
-16.57,8.879,1.214
-16.54,12.213,2.005
-16.51,19.057,2.028
-16.47,22.672,1.73
-16.44,25.058,2.051
-16.41,27.866,2.646
-16.37,30.743,3.093
-16.34,33.27,3.597
-16.31,35.867,4.25
-16.28,37.833,5.327
-16.24,40.254,6.598
-16.21,42.535,7.744
-16.18,44.395,9.05
-16.15,45.448,10.768
-16.11,48.958,12.498
-16.08,57.17,12.635
-16.05,62.434,12.166
-16.02,67.278,12.418
-15.98,72.647,12.326
-15.95,74.402,12.292
-15.92,76.683,12.578
-15.89,79.842,12.704
-15.85,82.439,13.105
-15.82,85.843,13.609
-15.79,89.282,14.056
-15.76,92.16,14.652
-15.72,95.529,15.316
-15.69,98.969,15.843
-15.66,102.408,16.29
-15.63,105.707,16.805
-15.59,109.357,17.412
-15.56,112.971,17.962
-15.53,116.481,18.432
-15.5,119.604,18.89
-15.46,122.728,19.406
-15.43,125.711,19.887
-15.4,129.536,20.368
-15.37,132.73,20.723
-15.33,135.854,21.365
-15.3,139.258,21.892
-15.27,142.732,22.384
-15.24,145.154,22.636
-15.2,147.47,23.14
-15.17,150.523,23.472
-15.14,153.401,23.873
-15.11,156.595,24.263
-15.07,159.367,24.733
-15.04,161.964,25.237
-15.01,164.561,25.718
-14.98,167.58,26.05
-14.94,170.212,26.416
-14.91,172.844,26.863
-14.88,175.546,27.299
-14.84,178.214,27.7
-14.81,180.916,28.1
-14.78,183.759,28.616
-14.75,186.812,29.131
-14.71,189.619,29.487
-14.68,191.725,29.819
-14.65,193.936,30.174
-14.62,196.077,30.506
-14.58,198.709,30.85
-14.55,201.306,31.125
-14.52,203.307,31.491
-14.49,205.237,31.915
-14.45,207.202,32.167
-14.42,208.817,32.328
-14.39,210.606,32.602
-14.36,212.466,32.9
-14.32,214.713,33.29
-14.29,217.064,33.611
-14.26,218.959,33.954
-14.23,220.995,34.412
-14.19,223.135,34.745
-14.16,224.68,34.939
-14.13,226.505,35.191
-14.1,228.365,35.432
-14.06,230.435,35.856
-14.03,232.822,36.177
-14.0,234.612,36.474
-13.97,236.366,36.864
-13.93,238.437,37.208
-13.9,239.841,37.425
-13.87,242.052,37.746
-13.84,244.122,37.929
-13.8,245.526,38.342
-13.77,247.211,38.559
-13.74,248.544,38.697
-13.71,250.194,38.914
-13.67,251.492,39.121
-13.64,252.826,39.373
-13.61,254.019,39.499
-13.58,255.072,39.659
-13.54,256.581,39.9
-13.51,258.195,40.175
-13.48,259.775,40.472
-13.45,261.354,40.702
-13.41,262.196,40.896
-13.38,263.109,41.103
-13.35,264.197,41.206
-13.31,265.53,41.309
-13.28,267.039,41.492
-13.25,268.373,41.801
-13.22,269.707,42.088
-13.18,271.04,42.317
-13.15,272.409,42.466
-13.12,273.322,42.638
-13.09,274.339,42.809
-13.05,275.217,42.878
-13.02,276.305,43.004
-12.99,277.463,43.165
-12.96,278.551,43.382
-12.92,279.604,43.543
-12.89,280.411,43.657
-12.86,281.078,43.726
-12.83,281.534,43.783
-12.79,281.815,43.795
-12.76,282.306,43.795
-12.73,282.903,43.829
-12.7,283.534,43.921
-12.66,283.955,44.024
-12.63,284.271,44.069
-12.6,284.447,44.035
-12.57,284.341,43.966
-12.53,284.061,43.921
-12.5,284.201,43.886
-12.47,284.622,43.852
-12.44,284.798,43.886
-12.4,284.727,43.909
-12.37,284.412,43.886
-12.34,284.306,43.795
-12.31,284.026,43.68
-12.27,283.64,43.588
-12.24,283.464,43.543
-12.21,284.096,43.623
-12.18,284.096,43.531
-12.14,283.218,43.577
-12.11,283.043,43.439
-12.08,282.306,43.256
-12.05,281.92,43.084
-12.01,280.937,42.821
-11.98,279.955,42.683
-11.95,279.568,42.546
-11.91,278.972,42.386
-11.88,277.989,42.237
-11.85,276.62,42.03
-11.82,274.936,41.733
-11.78,273.497,41.366
-11.75,272.198,41.011
-11.72,271.111,40.839
-11.69,270.374,40.77
-11.65,269.25,40.621
-11.62,267.917,40.415
-11.59,266.478,40.117
-11.56,264.618,39.819
-11.52,263.039,39.487
-11.49,261.635,39.132
-11.46,260.266,38.869
-11.43,258.932,38.662
-11.39,257.353,38.479
-11.36,255.844,38.239
-11.33,254.581,37.918
-11.3,252.826,37.654
-11.26,251.282,37.494
-11.23,250.053,37.242
-11.2,248.755,36.933
-11.17,247.0,36.669
-11.13,245.561,36.463
-11.1,243.877,36.165
-11.07,242.473,35.902
-11.04,240.543,35.443
-11.0,238.507,35.237
-10.97,237.595,34.962
-10.94,235.664,34.664
-10.91,234.05,34.401
-10.87,231.979,34.034
-10.84,229.733,33.794
-10.81,228.049,33.427
-10.78,225.943,32.958
-10.74,223.521,32.58
-10.71,221.416,32.27
-10.68,219.345,31.904
-10.65,217.274,31.491
-10.61,215.239,31.159
-10.58,213.203,30.896
-10.55,210.957,30.575
-10.52,208.501,30.174
-10.48,206.079,29.727
-10.45,203.693,29.361
-10.42,201.517,29.051
-10.38,199.586,28.696
-10.35,197.586,28.341
-10.32,195.375,28.055
-10.29,192.848,27.711
-10.25,190.076,27.264
-10.22,187.479,26.749
-10.19,184.706,26.256
-10.16,182.074,25.901
-10.12,179.828,25.466
-10.09,177.161,24.973
-10.06,174.142,24.595
-10.03,171.194,24.171
-9.99,168.176,23.736
-9.96,165.404,23.22
-9.93,162.456,22.682
-9.9,159.438,22.315
-9.86,156.876,21.96
-9.83,153.857,21.456
-9.8,150.664,20.964
-9.77,147.119,20.437
-9.73,143.75,19.978
-9.7,140.697,19.417
-9.67,137.889,18.913
-9.64,134.731,18.421
-9.6,131.256,18.065
-9.57,128.448,17.676
-9.54,125.571,17.149
-9.51,122.482,16.725
-9.47,119.92,16.427
-9.44,116.762,15.935
-9.41,113.077,15.454
-9.38,110.374,14.915
-9.34,107.426,14.48
-9.31,104.584,14.148
-9.28,101.601,13.655
-9.25,98.021,13.094
-9.21,94.055,12.555
-9.18,90.335,12.005
-9.15,86.615,11.364
-9.12,83.105,10.745
-9.08,79.912,10.23
-9.05,76.367,9.829
-9.02,73.033,9.416
-8.99,69.734,8.878
-8.95,66.014,8.363
-8.92,62.61,7.973
-8.89,59.767,7.526
-8.85,56.644,7.045
-8.82,53.52,6.61
-8.79,50.291,6.22
-8.76,46.992,5.808
-8.72,43.658,5.292
-8.69,40.254,4.697
-8.66,36.78,4.284
-8.63,35.832,4.261
-8.59,33.025,3.505
-8.56,26.286,2.956
-8.53,22.426,2.474
-8.5,18.565,1.604
-8.46,15.898,1.306
-8.43,15.021,0.55
-8.4,11.125,0.137
-8.37,6.036,0.137
-8.33,0.597,0.023
-8.3,-0.912,-1.054
-8.27,-5.685,-1.569
-8.24,-8.914,-1.352
-8.2,-13.161,-2.062
-8.17,-19.443,-1.867
-8.14,-22.566,-1.741
-8.11,-25.233,-2.142
-8.07,-28.006,-2.692
-8.04,-30.708,-3.116
-8.01,-33.27,-3.574
-7.98,-35.516,-4.284
-7.94,-37.447,-5.384
-7.91,-39.938,-6.575
-7.88,-42.29,-7.698
-7.85,-44.22,-9.016
-7.81,-45.483,-10.825
-7.78,-49.203,-12.567
-7.75,-56.995,-12.67
-7.72,-62.575,-12.326
-7.68,-68.19,-12.544
-7.65,-72.998,-12.452
-7.62,-75.209,-12.532
-7.59,-77.771,-12.75
-7.55,-80.719,-12.945
-7.52,-83.562,-13.357
-7.49,-87.282,-13.838
-7.45,-90.616,-14.297
-7.42,-93.599,-14.927
-7.39,-96.687,-15.522
-7.36,-99.951,-15.992
-7.32,-103.11,-16.393
-7.29,-106.374,-16.885
-7.26,-109.778,-17.447
-7.23,-113.393,-17.985
-7.19,-116.762,-18.398
-7.16,-119.71,-18.879
-7.13,-122.693,-19.417
-7.1,-125.851,-19.864
-7.06,-129.115,-20.265
-7.03,-132.344,-20.7
-7.0,-135.503,-21.25
-6.97,-139.012,-21.869
-6.93,-142.522,-22.327
-6.9,-144.803,-22.636
-6.87,-147.014,-23.106
-6.84,-150.137,-23.484
-6.8,-153.401,-23.862
-6.77,-156.7,-24.309
-6.74,-160.104,-24.927
-6.71,-163.263,-25.546
-6.67,-166.035,-26.073
-6.64,-169.124,-26.451
-6.61,-171.581,-26.737
-6.58,-174.002,-27.184
-6.54,-176.81,-27.528
-6.51,-179.442,-27.86
-6.48,-182.565,-28.318
-6.45,-185.373,-28.857
-6.41,-188.356,-29.349
-6.38,-191.023,-29.693
-6.35,-193.129,-30.025
-6.32,-195.235,-30.403
-6.28,-197.832,-30.793
-6.25,-200.955,-31.216
-6.22,-204.605,-31.732
-6.19,-207.658,-32.293
-6.15,-209.975,-32.843
-6.12,-211.589,-33.072
-6.09,-212.817,-33.187
-6.06,-214.326,-33.244
-6.02,-215.906,-33.404
-5.99,-217.906,-33.622
-5.96,-219.801,-33.84
-5.92,-221.346,-34.138
-5.89,-222.855,-34.538
-5.86,-224.644,-34.836
-5.83,-226.469,-35.077
-5.79,-228.259,-35.34
-5.76,-229.839,-35.695
-5.73,-231.979,-36.051
-5.7,-233.032,-36.165
-5.66,-234.401,-36.486
-5.63,-236.752,-36.704
-5.6,-238.156,-37.013
-5.57,-238.998,-37.139
-5.53,-239.7,-37.231
-5.5,-241.069,-37.345
-5.47,-242.262,-37.551
-5.44,-244.157,-37.861
-5.4,-245.702,-38.032
-5.37,-246.825,-38.342
-5.34,-248.193,-38.651
-5.31,-249.352,-38.834
-5.27,-250.58,-38.983
-5.24,-251.949,-39.132
-5.21,-253.423,-39.441
-5.18,-255.318,-39.751
-5.14,-257.072,-40.06
-5.11,-258.968,-40.427
-5.08,-260.652,-40.724
-5.05,-261.74,-40.988
-5.01,-263.039,-41.137
-4.98,-264.372,-41.217
-4.95,-265.811,-41.446
-4.92,-267.39,-41.698
-4.88,-268.9,-41.95
-4.85,-270.303,-42.122
-4.82,-271.532,-42.351
-4.79,-272.83,-42.615
-4.75,-274.059,-42.786
-4.72,-275.182,-42.89
-4.69,-276.199,-43.027
-4.66,-277.217,-43.176
-4.62,-278.13,-43.302
-4.59,-279.112,-43.405
-4.56,-279.99,-43.52
-4.53,-280.762,-43.646
-4.49,-281.323,-43.726
-4.46,-281.85,-43.772
-4.43,-282.271,-43.772
-4.39,-282.832,-43.84
-4.36,-283.218,-43.886
-4.33,-283.64,-43.943
-4.3,-283.85,-43.921
-4.26,-284.096,-43.932
-4.23,-284.271,-43.943
-4.2,-284.061,-43.886
-4.17,-283.92,-43.829
-4.13,-284.306,-43.817
-4.1,-284.482,-43.817
-4.07,-284.587,-43.898
-4.04,-284.517,-43.84
-4.0,-284.938,-43.932
-3.97,-284.798,-43.749
-3.94,-283.078,-43.6
-3.91,-282.727,-43.405
-3.87,-282.657,-43.176
-3.84,-282.516,-43.176
-3.81,-282.095,-43.096
-3.78,-280.2,-42.809
-3.74,-277.673,-42.34
-3.71,-275.357,-41.767
-3.68,-273.708,-41.32
-3.65,-273.041,-41.148
-3.61,-273.111,-41.148
-3.58,-272.83,-41.286
-3.55,-272.444,-41.549
-3.52,-272.549,-41.641
-3.48,-272.514,-41.629
-3.45,-272.76,-41.629
-3.42,-272.76,-41.641
-3.39,-272.865,-41.698
-3.35,-273.111,-41.618
-3.32,-272.69,-41.446
-3.29,-271.848,-41.286
-3.26,-270.654,-41.022
-3.22,-269.005,-40.621
-3.19,-267.355,-40.152
-3.16,-265.706,-39.716
-3.13,-264.056,-39.441
-3.09,-262.407,-39.121
-3.06,-260.336,-38.777
-3.03,-258.476,-38.41
-3.0,-256.23,-38.032
-2.96,-253.949,-37.712
-2.93,-252.264,-37.379
-2.9,-250.545,-36.99
-2.86,-248.474,-36.772
-2.83,-246.965,-36.6
-2.8,-244.894,-36.211
-2.77,-242.613,-35.879
-2.73,-240.894,-35.466
-2.7,-238.718,-35.111
-2.67,-236.787,-34.825
-2.64,-235.419,-34.516
-2.6,-233.734,-34.229
-2.57,-231.628,-34.069
-2.54,-229.979,-33.851
-2.51,-228.4,-33.507
-2.47,-226.329,-33.118
-2.44,-224.364,-32.866
-2.41,-222.083,-32.431
-2.38,-219.801,-32.087
-2.34,-218.678,-31.732
-2.31,-216.678,-31.423
-2.28,-214.783,-31.285
-2.25,-213.063,-30.941
-2.21,-210.957,-30.563
-2.18,-208.711,-30.231
-2.15,-206.465,-29.91
-2.12,-204.254,-29.544
-2.08,-202.219,-29.109
-2.05,-200.148,-28.696
-2.02,-197.691,-28.421
-1.99,-195.41,-28.089
-1.95,-193.129,-27.642
-1.92,-190.462,-27.138
-1.89,-187.373,-26.737
-1.86,-184.32,-26.29
-1.82,-181.793,-25.764
-1.79,-179.547,-25.237
-1.76,-176.669,-24.87
-1.73,-173.897,-24.607
-1.69,-171.23,-24.16
-1.66,-168.071,-23.633
-1.63,-164.948,-23.175
-1.6,-161.929,-22.728
-1.56,-159.157,-22.304
-1.53,-156.876,-21.846
-1.5,-154.173,-21.422
-1.46,-150.804,-21.055
