Trigger_Date,2023/08/04
Trigger_Time,T 10:16:08.628 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.536
Time (ms),Voltage (V),Current (A)
-16.66,1.755,2.303
-16.63,4.948,3.024
-16.59,8.247,3.643
-16.56,12.529,4.284
-16.53,17.337,4.766
-16.5,21.794,5.098
-16.46,24.707,5.544
-16.43,25.83,6.312
-16.4,26.462,7.412
-16.37,28.006,8.626
-16.33,30.392,9.726
-16.3,33.586,10.94
-16.27,37.833,12.131
-16.24,42.36,13.025
-16.2,46.782,13.644
-16.17,51.134,14.182
-16.14,55.696,14.583
-16.11,60.188,14.823
-16.07,64.294,14.961
-16.04,68.12,15.121
-16.01,71.805,15.259
-15.97,75.209,15.408
-15.94,78.508,15.648
-15.91,81.807,16.015
-15.88,85.106,16.404
-15.84,88.335,16.817
-15.81,91.528,17.241
-15.78,94.757,17.607
-15.75,97.845,17.985
-15.71,101.004,18.386
-15.68,104.163,18.821
-15.65,107.462,19.36
-15.62,110.901,20.001
-15.58,114.481,20.586
-15.55,117.955,21.113
-15.52,121.324,21.491
-15.49,124.693,21.995
-15.45,128.098,22.327
-15.42,131.502,22.854
-15.39,135.011,23.346
-15.36,138.451,23.839
-15.32,141.82,24.332
-15.29,145.154,24.698
-15.26,148.242,24.881
-15.23,151.155,25.156
-15.19,154.138,25.523
-15.16,157.086,25.844
-15.13,159.824,26.142
-15.1,162.631,26.6
-15.06,165.79,27.161
-15.03,168.808,27.574
-15.0,171.581,27.871
-14.97,174.283,28.169
-14.93,176.915,28.421
-14.9,179.477,28.65
-14.87,182.144,29.04
-14.84,184.952,29.464
-14.8,187.654,29.853
-14.77,190.216,30.231
-14.74,192.813,30.529
-14.71,195.34,30.701
-14.67,197.551,30.815
-14.64,199.727,31.045
-14.61,202.008,31.423
-14.58,204.43,31.789
-14.54,206.886,32.053
-14.51,209.167,32.35
-14.48,211.238,32.602
-14.45,213.028,32.648
-14.41,214.818,32.706
-14.38,216.888,32.981
-14.35,218.994,33.359
-14.32,220.995,33.702
-14.28,223.065,34.069
-14.25,225.311,34.538
-14.22,227.628,34.825
-14.19,229.523,34.871
-14.15,231.383,35.134
-14.12,233.699,35.501
-14.09,235.945,35.844
-14.06,237.946,36.062
-14.02,239.806,36.188
-13.99,241.631,36.337
-13.96,243.456,36.474
-13.93,245.07,36.486
-13.89,246.439,36.566
-13.86,248.018,36.738
-13.83,249.527,36.933
-13.8,251.071,37.139
-13.76,252.65,37.448
-13.73,254.37,37.757
-13.7,256.055,37.952
-13.66,257.388,37.998
-13.63,258.792,38.136
-13.6,260.371,38.33
-13.57,261.951,38.548
-13.53,263.354,38.766
-13.5,264.723,38.869
-13.47,265.952,38.949
-13.44,267.25,39.029
-13.4,268.513,39.052
-13.37,269.672,39.212
-13.34,270.9,39.441
-13.31,272.269,39.693
-13.27,273.637,39.957
-13.24,275.006,40.198
-13.21,276.375,40.335
-13.18,277.638,40.392
-13.14,278.691,40.392
-13.11,279.709,40.381
-13.08,280.656,40.369
-13.05,281.534,40.45
-13.01,282.516,40.621
-12.98,283.534,40.828
-12.95,284.482,40.908
-12.92,285.149,40.896
-12.88,285.78,40.839
-12.85,286.272,40.644
-12.82,286.447,40.358
-12.79,286.552,40.289
-12.75,287.254,40.69
-12.72,287.746,40.633
-12.69,287.746,40.541
-12.66,288.026,40.736
-12.62,288.377,40.667
-12.59,288.272,40.381
-12.56,287.991,40.22
-12.53,288.237,40.415
-12.49,288.728,40.598
-12.46,288.904,40.633
-12.43,288.974,40.747
-12.4,289.185,40.679
-12.36,289.149,40.415
-12.33,288.728,40.083
-12.3,288.272,39.785
-12.27,287.921,39.739
-12.23,287.781,39.854
-12.2,287.57,39.888
-12.17,287.149,39.819
-12.14,286.588,39.602
-12.1,285.886,39.258
-12.07,285.043,38.972
-12.04,284.166,38.743
-12.01,283.429,38.651
-11.97,282.832,38.777
-11.94,282.236,38.823
-11.91,281.569,38.662
-11.88,280.516,38.342
-11.84,279.463,37.952
-11.81,278.2,37.494
-11.78,276.656,37.047
-11.75,275.111,36.807
-11.71,273.778,36.692
-11.68,272.444,36.509
-11.65,270.9,36.337
-11.62,269.321,36.108
-11.58,267.776,35.776
-11.55,266.197,35.558
-11.52,264.723,35.466
-11.49,263.495,35.432
-11.45,262.267,35.375
-11.42,261.038,35.317
-11.39,259.915,35.203
-11.35,258.652,34.928
-11.32,257.248,34.584
-11.29,255.739,34.309
-11.26,254.37,34.16
-11.22,253.142,34.0
-11.19,251.562,33.622
-11.16,249.773,33.336
-11.13,247.948,32.923
-11.09,245.877,32.339
-11.06,243.35,31.652
-11.03,241.245,31.537
-11.0,239.56,31.594
-10.96,237.735,31.319
-10.93,235.559,31.113
-10.9,233.945,31.171
-10.87,232.576,31.102
-10.83,230.821,30.712
-10.8,228.68,30.243
-10.77,226.575,29.842
-10.74,224.574,29.429
-10.7,222.469,29.04
-10.67,220.117,28.696
-10.64,217.976,28.444
-10.61,215.871,28.146
-10.57,213.449,27.722
-10.54,210.957,27.287
