Trigger_Date,2023/09/08
Trigger_Time,T 08:33:58.829 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.517
Time (ms),Voltage (V),Current (A)
-16.65,-105.707,-10.379
-16.62,-108.865,-10.78
-16.58,-112.34,-11.1
-16.55,-115.428,-11.57
-16.52,-118.341,-12.2
-16.49,-121.219,-12.739
-16.45,-124.097,-13.162
-16.42,-127.185,-13.701
-16.39,-130.519,-14.297
-16.36,-133.397,-14.709
-16.32,-135.959,-15.156
-16.29,-138.872,-15.637
-16.26,-142.276,-16.175
-16.23,-145.61,-16.714
-16.19,-148.312,-17.126
-16.16,-150.594,-17.538
-16.13,-152.805,-17.997
-16.1,-155.472,-18.421
-16.06,-158.315,-18.821
-16.03,-161.263,-19.463
-16.0,-164.632,-20.391
-15.97,-167.615,-20.872
-15.93,-170.071,-20.998
-15.9,-172.528,-21.342
-15.87,-175.932,-21.96
-15.84,-178.915,-22.281
-15.8,-180.811,-22.888
-15.77,-183.372,-23.782
-15.74,-186.917,-24.469
-15.71,-189.479,-24.71
-15.67,-190.567,-25.168
-15.64,-192.638,-25.638
-15.61,-195.445,-25.706
-15.58,-197.34,-25.878
-15.54,-199.411,-26.428
-15.51,-201.903,-26.817
-15.48,-203.693,-27.104
-15.45,-205.482,-27.585
-15.41,-207.939,-27.883
-15.38,-209.834,-27.963
-15.35,-211.273,-28.307
-15.32,-213.379,-28.673
-15.28,-215.66,-28.937
-15.25,-217.661,-29.383
-15.22,-219.872,-29.865
-15.19,-221.556,-30.231
-15.15,-223.135,-30.598
-15.12,-224.644,-30.689
-15.09,-226.224,-30.941
-15.06,-229.172,-31.514
-15.02,-232.33,-31.869
-14.99,-233.488,-32.534
-14.96,-234.752,-33.553
-14.93,-237.805,-33.805
-14.89,-239.806,-33.725
-14.86,-241.209,-34.183
-14.83,-242.648,-34.401
-14.8,-243.315,-34.435
-14.76,-244.403,-34.733
-14.73,-246.649,-34.939
-14.7,-248.685,-35.008
-14.67,-249.913,-35.432
