Trigger_Date,2023/08/25
Trigger_Time,T 10:52:38.675 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.553
Time (ms),Voltage (V),Current (A)
-16.67,3.931,0.08
-16.63,4.878,0.699
-16.6,9.616,0.745
-16.57,12.389,0.481
-16.54,14.81,0.894
-16.5,18.951,1.546
-16.47,23.689,2.36
-16.44,29.094,2.864
-16.41,33.376,2.841
-16.37,35.657,3.013
-16.34,36.674,3.792
-16.31,38.394,4.72
-16.28,41.167,5.201
-16.24,44.255,5.189
-16.21,46.922,5.052
-16.18,49.449,5.235
-16.15,52.573,5.716
-16.11,56.573,6.266
-16.08,60.75,6.793
-16.05,64.575,7.458
-16.02,68.015,8.351
-15.98,71.524,9.302
-15.95,74.928,10.115
-15.92,78.192,10.768
-15.89,81.351,11.341
-15.85,84.404,11.799
-15.82,87.492,12.246
-15.79,90.686,12.613
-15.76,93.81,12.991
-15.72,96.968,13.403
-15.69,100.197,13.896
-15.66,103.777,14.445
-15.63,107.181,15.007
-15.59,110.515,15.58
-15.56,113.638,16.267
-15.53,116.902,16.885
-15.5,120.096,17.447
-15.46,123.219,17.939
-15.43,126.413,18.524
-15.4,129.677,19.039
-15.36,132.976,19.6
-15.33,136.345,20.253
-15.3,139.819,20.78
-15.27,142.802,21.25
-15.23,145.645,21.754
-15.2,148.593,22.27
-15.17,151.576,22.682
-15.14,154.454,23.037
-15.1,157.262,23.438
-15.07,160.175,23.885
-15.04,163.403,24.332
-15.01,166.386,24.698
-14.97,169.019,25.065
-14.94,171.581,25.534
-14.91,174.388,25.958
-14.88,177.336,26.371
-14.84,180.214,26.806
-14.81,182.846,27.287
-14.78,185.513,27.722
-14.75,188.005,28.135
-14.71,190.497,28.524
-14.68,192.989,28.765
-14.65,195.094,28.891
-14.62,197.06,29.154
-14.58,199.095,29.406
-14.55,201.166,29.441
-14.52,202.956,29.532
-14.49,204.781,29.681
-14.45,206.5,29.693
-14.42,208.08,29.75
-14.39,209.764,29.968
-14.36,211.694,30.231
-14.32,213.66,30.483
-14.29,215.59,30.781
-14.26,217.415,31.182
-14.23,219.24,31.629
-14.19,221.135,32.018
-14.16,222.96,32.442
-14.13,224.995,32.9
-14.1,227.136,33.29
-14.06,229.172,33.679
-14.03,231.067,34.069
-14.0,232.962,34.527
-13.97,234.892,34.985
-13.93,236.787,35.478
-13.9,238.507,35.81
-13.87,240.192,36.074
-13.83,241.982,36.474
-13.8,243.666,36.818
-13.77,245.245,37.105
-13.74,246.86,37.483
-13.7,248.755,37.872
-13.67,250.369,38.055
-13.64,251.773,38.296
-13.61,253.317,38.651
-13.57,255.037,38.937
-13.54,256.546,39.178
-13.51,257.88,39.464
-13.48,259.319,39.819
-13.44,260.687,40.049
-13.41,261.81,40.129
-13.38,262.793,40.301
-13.35,264.021,40.53
-13.31,265.25,40.759
-13.28,266.478,40.954
-13.25,267.671,41.137
-13.22,268.794,41.355
-13.18,269.952,41.629
-13.15,270.97,41.87
-13.12,272.058,42.134
-13.09,273.111,42.351
-13.05,274.199,42.557
-13.02,275.252,42.786
-12.99,276.234,43.05
-12.96,277.042,43.256
-12.92,277.708,43.348
-12.89,278.41,43.497
-12.86,279.042,43.554
-12.83,279.568,43.497
-12.79,279.955,43.531
-12.76,280.692,43.726
-12.73,281.499,43.909
-12.7,281.744,43.795
-12.66,281.99,43.989
-12.63,282.516,44.104
-12.6,283.078,43.909
-12.57,283.078,43.921
-12.53,283.078,43.943
-12.5,283.324,43.955
-12.47,283.499,43.955
-12.44,283.569,43.989
-12.4,283.359,43.932
-12.37,282.832,43.703
-12.34,282.13,43.508
-12.3,281.779,43.291
-12.27,281.534,43.073
-12.24,281.288,42.924
-12.21,280.797,42.97
-12.17,280.586,43.176
-12.14,280.727,43.336
-12.11,280.762,43.439
-12.08,280.656,43.554
-12.04,280.481,43.669
-12.01,280.235,43.726
-11.98,279.744,43.806
-11.95,279.253,43.829
-11.91,278.586,43.68
-11.88,277.568,43.382
-11.85,276.34,42.993
