Trigger_Date,2023/08/25
Trigger_Time,T 09:50:43.066 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.549
Time (ms),Voltage (V),Current (A)
-16.66,4.036,0.275
-16.63,6.422,0.733
-16.6,10.599,0.676
-16.57,13.406,0.573
-16.53,16.319,1.02
-16.5,20.496,1.879
-16.47,25.795,2.749
-16.44,31.48,3.07
-16.4,35.657,2.99
-16.37,37.622,3.299
-16.34,38.745,4.25
-16.31,40.71,5.201
-16.27,43.904,5.625
-16.24,46.957,5.567
-16.21,49.59,5.499
-16.18,52.362,5.739
-16.14,55.731,6.232
-16.11,59.662,6.759
-16.08,63.593,7.274
-16.05,67.172,7.95
-16.01,70.506,8.775
-15.98,73.84,9.623
-15.95,77.28,10.356
-15.92,80.579,10.906
-15.88,83.632,11.341
-15.85,86.51,11.811
-15.82,89.598,12.28
-15.79,93.002,12.681
-15.75,96.477,13.094
-15.72,99.776,13.586
-15.69,103.215,14.216
-15.66,106.795,14.904
-15.62,110.339,15.511
-15.59,113.708,16.095
-15.56,116.867,16.782
-15.53,120.061,17.447
-15.49,123.395,17.997
-15.46,126.694,18.501
-15.43,129.958,19.028
-15.4,132.906,19.486
-15.36,136.169,20.001
-15.33,139.539,20.563
-15.3,142.697,20.918
-15.27,145.61,21.422
-15.23,148.558,21.926
-15.2,151.611,22.361
-15.17,154.594,22.819
-15.14,157.718,23.312
-15.1,160.841,23.839
-15.07,163.824,24.32
-15.04,166.632,24.778
-15.0,169.44,25.225
-14.97,172.142,25.672
-14.94,174.844,25.935
-14.91,177.301,26.199
-14.87,179.863,26.565
-14.84,182.6,26.84
-14.81,184.952,27.035
-14.78,187.163,27.333
-14.74,189.339,27.654
-14.71,191.69,27.86
-14.68,193.831,28.02
-14.65,195.937,28.215
-14.61,198.077,28.433
-14.58,200.218,28.673
-14.55,202.359,28.96
-14.52,204.395,29.269
-14.48,206.5,29.532
-14.45,208.536,29.75
-14.42,210.326,30.002
-14.39,212.01,30.403
-14.35,214.186,30.838
-14.32,216.397,31.171
-14.29,218.538,31.549
-14.26,220.679,32.053
-14.22,222.644,32.419
-14.19,224.329,32.797
-14.16,226.364,33.278
-14.13,228.575,33.633
-14.09,230.54,33.908
-14.06,232.365,34.309
-14.03,234.015,34.596
-14.0,235.77,34.894
-13.96,237.56,35.26
-13.93,239.384,35.535
-13.9,240.929,35.81
-13.87,242.473,36.188
-13.83,244.263,36.543
-13.8,246.158,36.83
-13.77,247.842,37.105
-13.74,249.422,37.46
-13.7,250.79,37.792
-13.67,252.44,38.136
-13.64,254.23,38.479
-13.61,255.984,38.674
-13.57,257.353,38.892
-13.54,258.546,39.281
-13.51,260.126,39.682
-13.48,261.74,39.957
-13.44,262.933,40.026
-13.41,263.846,40.186
-13.38,265.109,40.472
-13.34,266.548,40.656
-13.31,267.776,40.805
-13.28,269.005,41.08
-13.25,270.163,41.355
-13.21,271.356,41.618
-13.18,272.479,41.893
-13.15,273.637,42.214
-13.12,274.831,42.42
-13.08,276.059,42.626
-13.05,277.077,42.844
-13.02,278.024,43.13
-12.99,278.972,43.371
-12.95,279.884,43.382
-12.92,280.481,43.497
-12.89,281.218,43.623
-12.86,281.709,43.657
-12.82,282.025,43.657
-12.79,282.832,43.795
-12.76,283.534,43.921
-12.73,283.745,43.795
-12.69,283.99,43.829
-12.66,284.271,43.806
-12.63,284.201,43.669
-12.6,283.78,43.451
-12.56,283.78,43.462
-12.53,284.201,43.508
-12.5,284.517,43.451
-12.47,284.657,43.543
-12.43,284.868,43.795
-12.4,285.114,43.921
-12.37,285.289,44.024
-12.34,285.5,44.104
-12.3,285.71,44.23
-12.27,285.815,44.344
-12.24,285.956,44.528
-12.21,285.71,44.493
-12.17,284.973,44.333
-12.14,284.377,44.069
-12.11,283.85,43.817
-12.08,282.762,43.394
-12.04,281.323,42.89
-12.01,280.341,42.683
-11.98,279.814,42.523
-11.95,278.761,42.145
-11.91,277.533,41.813
-11.88,276.234,41.652
-11.85,275.287,41.309
-11.82,274.023,41.045
-11.78,272.339,40.77
-11.75,270.97,40.61
-11.72,269.987,40.358
-11.68,268.584,40.106
-11.65,267.11,39.911
-11.62,265.776,39.728
-11.59,264.372,39.464
-11.55,262.758,39.247
-11.52,261.319,39.109
