Trigger_Date,2023/06/22
Trigger_Time,T 14:13:12.755 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.549
Time (ms),Voltage (V),Current (A)
-16.67,0.316,-0.115
-16.63,0.491,1.146
-16.6,1.088,2.36
-16.57,4.352,3.345
-16.54,9.37,4.284
-16.5,14.319,5.384
-16.47,18.671,6.049
-16.44,22.461,6.427
-16.4,26.637,6.896
-16.37,31.059,7.343
-16.34,35.341,7.595
-16.31,38.85,7.755
-16.27,42.079,8.007
-16.24,45.378,8.351
-16.21,48.853,8.637
-16.18,52.046,8.89
-16.14,54.713,9.336
-16.11,57.556,9.863
-16.08,61.066,10.299
-16.05,64.891,10.654
-16.01,68.716,11.02
-15.98,72.226,11.421
-15.95,75.209,11.753
-15.92,77.806,12.086
-15.88,80.719,12.567
-15.85,84.334,13.059
-15.82,87.949,13.449
-15.79,91.037,13.815
-15.75,93.774,14.319
-15.72,96.722,14.869
-15.69,99.986,15.305
-15.66,103.461,15.683
-15.62,106.83,16.21
-15.59,110.304,16.737
-15.56,113.708,17.08
-15.53,116.797,17.504
-15.49,119.85,17.974
-15.46,123.009,18.363
-15.43,126.132,18.833
-15.4,129.361,19.314
-15.36,133.081,19.818
-15.33,136.731,20.173
-15.3,139.468,20.437
-15.27,142.381,21.158
-15.23,145.75,21.399
-15.2,148.874,21.8
-15.17,151.366,22.029
-15.14,153.085,22.178
-15.1,154.98,22.728
-15.07,158.279,23.197
-15.04,161.929,23.495
-15.01,164.877,23.828
-14.97,167.299,24.274
-14.94,170.036,24.652
-14.91,173.055,24.939
-14.88,175.967,25.179
-14.84,178.775,25.58
-14.81,181.618,26.05
-14.78,184.25,26.405
-14.74,186.391,26.554
-14.71,187.654,26.485
-14.68,187.935,26.187
-14.65,188.075,26.061
-14.61,189.304,26.359
-14.58,191.866,26.817
-14.55,194.849,27.241
-14.52,197.411,27.78
-14.48,199.762,28.49
-14.45,202.464,29.109
-14.42,205.237,29.521
-14.39,208.115,29.979
-14.35,210.992,30.506
-14.32,214.046,30.953
-14.29,216.783,31.228
-14.26,219.029,31.434
-14.22,221.03,31.686
-14.19,223.1,31.801
-14.16,224.118,31.709
-14.13,224.539,31.766
-14.09,225.381,31.972
-14.06,226.75,32.385
-14.03,228.575,32.797
-14.0,229.663,33.072
-13.96,231.067,33.702
-13.93,233.804,34.16
-13.9,235.945,34.16
-13.87,236.787,34.401
-13.83,237.981,34.848
-13.8,240.262,35.191
-13.77,242.859,35.237
-13.74,244.228,35.478
-13.7,245.175,36.062
-13.67,246.684,36.417
-13.64,248.615,36.452
-13.61,250.79,36.566
-13.57,253.001,36.852
-13.54,254.475,37.093
-13.51,255.493,37.368
-13.48,257.213,37.7
-13.44,259.424,37.975
-13.41,261.389,38.113
-13.38,262.617,38.113
-13.35,263.425,38.17
-13.31,264.548,38.296
-13.28,265.846,38.33
-13.25,266.864,38.262
-13.22,267.671,38.456
-13.18,269.215,38.743
-13.15,270.444,38.743
-13.12,271.391,39.121
-13.08,271.918,39.545
-13.05,271.567,40.335
-13.02,272.269,41.034
-12.99,273.637,41.274
-12.95,274.374,41.435
-12.92,275.041,42.134
-12.89,276.585,42.477
-12.86,277.919,42.34
-12.82,278.551,42.145
-12.79,278.972,42.294
-12.76,280.06,42.397
-12.73,281.183,42.248
-12.69,282.025,42.305
-12.66,282.587,42.397
-12.63,283.043,42.557
-12.6,283.394,42.271
-12.56,283.604,42.225
-12.53,284.131,42.351
-12.5,284.727,42.179
-12.47,284.973,42.386
-12.43,285.605,42.626
-12.4,286.096,42.58
-12.37,286.131,42.512
-12.34,286.061,42.363
-12.3,285.219,42.099
-12.27,283.92,41.881
-12.24,283.359,41.778
-12.21,283.78,41.79
-12.17,283.885,41.698
-12.14,283.008,41.549
-12.11,281.464,41.297
-12.08,278.796,41.332
-12.04,277.498,41.446
-12.01,277.568,41.045
-11.98,276.901,40.862
-11.95,275.497,41.171
-11.91,274.445,41.24
-11.88,273.392,40.896
-11.85,271.707,40.724
-11.82,270.549,40.507
-11.78,269.672,39.945
-11.75,268.338,39.464
-11.72,266.408,39.373
-11.69,265.109,39.35
-11.65,264.337,39.052
-11.62,263.214,38.903
-11.59,261.845,38.857
-11.56,260.336,38.628
-11.52,258.617,38.307
-11.49,256.792,38.09
-11.46,255.528,37.895
-11.42,254.054,37.666
-11.39,252.159,37.586
-11.36,250.79,37.437
-11.33,249.281,37.059
-11.29,247.316,36.658
-11.26,245.526,36.303
-11.23,244.228,35.936
-11.2,242.964,35.558
-11.16,241.034,35.088
-11.13,238.718,34.917
-11.1,237.103,34.836
-11.07,235.77,34.412
-11.03,233.559,34.0
-11.0,230.856,33.886
-10.97,228.786,33.771
-10.94,227.347,33.427
-10.9,226.048,33.221
-10.87,224.399,33.049
-10.84,222.293,32.969
-10.81,220.854,32.889
-10.77,219.801,32.488
-10.74,217.941,32.064
-10.71,215.836,31.858
-10.68,214.256,31.606
-10.64,213.028,31.239
-10.61,211.694,30.804
-10.58,208.922,30.22
-10.55,205.588,29.83
-10.51,202.991,29.303
-10.48,201.166,28.65
-10.45,199.236,28.169
-10.42,196.919,27.848
-10.38,194.568,27.7
-10.35,192.778,27.608
-10.32,190.848,27.092
-10.29,188.847,26.806
-10.25,187.163,26.485
-10.22,185.197,26.199
-10.19,182.53,25.443
-10.16,179.196,24.996
-10.12,177.055,25.111
-10.09,175.897,24.847
-10.06,173.546,24.228
-10.03,169.194,23.507
-9.99,165.579,23.507
-9.96,164.281,23.22
-9.93,162.807,22.327
-9.89,159.718,21.777
-9.86,156.279,21.582
-9.83,153.612,21.055
-9.8,150.874,20.414
-9.76,147.751,19.658
-9.73,144.557,19.268
-9.7,141.434,18.615
-9.67,137.994,18.008
-9.63,134.836,18.042
-9.6,132.66,17.802
-9.57,130.624,17.401
-9.54,128.027,16.908
-9.5,124.834,16.462
-9.47,121.605,15.98
-9.44,118.657,15.316
-9.41,115.533,14.571
-9.37,112.164,14.033
-9.34,108.936,13.609
-9.31,105.707,13.048
-9.28,102.057,12.475
-9.24,98.232,11.902
-9.21,94.582,11.215
-9.18,90.862,10.505
-9.15,87.071,9.806
-9.11,82.93,9.233
-9.08,78.824,8.935
-9.05,75.525,8.546
-9.02,72.612,7.973
-8.98,69.559,7.503
-8.95,66.26,7.102
-8.92,62.75,6.633
-8.89,59.451,6.197
-8.85,56.398,5.819
-8.82,53.485,5.487
-8.79,50.467,5.144
-8.76,47.238,4.766
-8.72,43.799,4.307
-8.69,40.324,3.906
-8.66,37.131,3.494
-8.63,33.937,3.013
-8.59,30.392,2.589
-8.56,26.567,2.291
-8.53,22.952,1.89
-8.5,19.302,1.501
-8.46,15.266,1.157
-8.43,11.02,0.836
-8.4,6.387,0.47
-8.37,1.685,0.435
-8.33,-0.105,-0.069
-8.3,-0.351,-1.237
-8.27,-1.123,-2.497
-8.23,-4.562,-3.448
-8.2,-9.441,-4.307
-8.17,-14.038,-5.35
-8.14,-18.039,-6.152
-8.1,-22.25,-6.736
-8.07,-27.234,-7.114
-8.04,-32.007,-7.354
-8.01,-35.657,-7.412
-7.97,-38.219,-7.446
-7.94,-40.816,-7.698
-7.91,-44.15,-8.007
-7.88,-47.519,-8.305
-7.84,-50.572,-8.637
-7.81,-53.906,-9.05
-7.78,-57.381,-9.416
-7.75,-60.645,-9.852
-7.71,-63.908,-10.367
-7.68,-67.348,-10.86
-7.65,-70.892,-11.318
-7.62,-74.051,-11.788
-7.58,-77.034,-12.223
-7.55,-80.228,-12.761
-7.52,-83.842,-13.3
-7.49,-87.387,-13.815
-7.45,-90.686,-14.308
-7.42,-93.845,-14.697
-7.39,-97.038,-15.041
-7.36,-100.056,-15.35
-7.32,-103.004,-15.74
-7.29,-106.268,-16.198
-7.26,-109.497,-16.633
-7.23,-112.726,-17.149
-7.19,-116.095,-17.653
-7.16,-119.218,-18.077
-7.13,-122.272,-18.535
-7.1,-125.536,-19.028
-7.06,-128.87,-19.52
-7.03,-132.309,-19.99
-7.0,-136.099,-20.494
-6.97,-139.96,-21.17
-6.93,-143.61,-21.422
-6.9,-146.066,-21.399
-6.87,-147.47,-21.41
-6.84,-150.137,-22.029
-6.8,-154.384,-22.579
-6.77,-157.964,-22.739
-6.74,-160.104,-23.06
-6.71,-162.28,-23.667
-6.67,-165.509,-24.194
-6.64,-168.668,-24.423
-6.61,-171.194,-24.721
-6.57,-173.476,-25.065
-6.54,-175.511,-25.294
-6.51,-177.722,-25.729
-6.48,-180.775,-26.348
-6.44,-184.109,-26.772
-6.41,-186.742,-27.081
-6.38,-189.093,-27.344
-6.35,-191.479,-27.562
-6.31,-193.726,-27.711
-6.28,-195.586,-27.826
-6.25,-197.446,-28.009
-6.22,-199.376,-28.375
-6.18,-201.552,-28.685
-6.15,-203.658,-28.776
-6.12,-204.921,-28.902
-6.09,-205.939,-29.177
-6.05,-207.132,-29.361
-6.02,-208.22,-29.647
-5.99,-210.01,-30.128
-5.96,-212.607,-30.598
-5.92,-214.677,-31.033
-5.89,-216.502,-31.56
-5.86,-218.503,-31.995
-5.83,-220.503,-32.339
-5.79,-222.363,-32.625
-5.76,-224.294,-33.015
-5.73,-226.505,-33.29
-5.7,-228.926,-33.427
-5.66,-231.102,-33.599
-5.63,-232.997,-33.92
-5.6,-234.752,-34.103
-5.57,-236.331,-34.241
-5.53,-237.419,-34.309
-5.5,-238.437,-34.607
-5.47,-240.332,-35.157
-5.44,-242.859,-35.684
-5.4,-244.965,-35.867
-5.37,-246.544,-35.97
-5.34,-248.123,-36.417
-5.31,-250.194,-36.646
-5.27,-251.738,-36.623
-5.24,-252.861,-36.864
-5.21,-254.616,-37.185
-5.18,-256.616,-37.311
-5.14,-258.336,-37.483
-5.11,-259.564,-37.826
-5.08,-260.863,-37.975
-5.05,-261.038,-38.101
-5.01,-260.301,-38.72
-4.98,-260.828,-39.361
-4.95,-263.004,-39.716
-4.91,-265.109,-40.152
-4.88,-266.057,-40.644
-4.85,-266.934,-41.08
-4.82,-268.408,-41.217
-4.78,-269.917,-41.286
-4.75,-271.251,-41.469
-4.72,-272.585,-41.618
-4.69,-273.848,-41.778
-4.65,-275.041,-42.145
-4.62,-276.761,-42.271
-4.59,-277.814,-42.271
-4.56,-278.235,-42.489
-4.52,-279.358,-42.305
-4.49,-279.779,-41.881
