Trigger_Date,2023/06/22
Trigger_Time,T 11:10:28.865 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.549
Time (ms),Voltage (V),Current (A)
-16.67,0.562,0.493
-16.63,0.562,1.695
-16.6,2.316,3.104
-16.57,7.721,4.41
-16.53,13.863,5.384
-16.5,18.671,6.175
-16.47,22.707,6.782
-16.44,27.339,7.068
-16.4,31.726,7.251
-16.37,35.551,7.492
-16.34,38.921,7.664
-16.31,41.096,7.309
-16.27,42.009,7.24
-16.24,44.325,7.95
-16.21,48.291,8.454
-16.18,51.836,8.718
-16.14,54.749,9.233
-16.11,58.153,9.829
-16.08,61.768,10.287
-16.05,65.347,10.768
-16.01,69.243,11.41
-15.98,73.174,11.971
-15.95,76.718,12.429
-15.92,79.982,12.899
-15.88,83.492,13.46
-15.85,87.247,13.896
-15.82,90.826,14.319
-15.79,94.16,14.675
-15.75,97.003,14.949
-15.72,99.565,15.373
-15.69,102.548,15.889
-15.66,106.093,16.416
-15.62,109.918,16.943
-15.59,113.533,17.424
-15.56,116.867,17.79
-15.53,119.815,18.203
-15.49,122.658,18.512
-15.46,125.781,19.073
-15.43,129.572,19.921
-15.4,133.853,20.471
-15.36,137.503,20.654
-15.33,140.556,21.09
-15.3,143.469,21.273
-15.27,145.926,21.067
-15.23,148.453,21.559
-15.2,151.155,21.662
-15.17,152.91,21.651
-15.14,154.349,22.144
-15.1,157.086,22.797
-15.07,160.876,23.266
-15.04,164.246,23.679
-15.01,166.983,24.183
-14.97,169.58,24.561
-14.94,171.967,24.904
-14.91,174.493,25.328
-14.87,177.652,25.775
-14.84,181.091,26.279
-14.81,184.425,26.737
-14.78,187.128,27.115
-14.74,189.304,27.459
-14.71,191.304,27.654
-14.68,193.445,27.78
-14.65,195.656,27.906
-14.61,197.762,28.215
-14.58,199.973,28.501
-14.55,201.973,28.696
-14.52,203.622,29.005
-14.48,205.658,29.326
-14.45,207.693,29.223
-14.42,208.571,29.005
-14.39,209.308,29.739
-14.35,211.94,30.93
-14.32,215.344,31.549
-14.29,217.941,32.098
-14.26,219.801,32.683
-14.22,221.451,32.843
-14.19,223.065,32.637
-14.16,224.82,32.66
-14.13,226.54,32.958
-14.09,228.224,33.175
-14.06,229.453,33.175
-14.03,230.154,33.278
-14.0,231.664,33.759
-13.96,234.225,33.931
-13.93,235.805,33.828
-13.9,236.156,34.034
-13.87,237.244,34.596
-13.83,239.771,34.917
-13.8,242.192,35.077
-13.77,243.666,35.558
-13.74,245.456,36.165
-13.7,247.983,36.463
-13.67,249.913,36.44
-13.64,251.212,36.566
-13.61,252.65,36.898
-13.57,254.791,37.059
-13.54,256.651,37.196
-13.51,257.704,37.586
-13.48,259.073,37.975
-13.44,261.003,38.113
-13.41,262.477,38.09
-13.38,262.231,38.445
-13.35,261.951,39.086
-13.31,263.565,39.453
-13.28,265.46,39.785
-13.25,266.724,40.175
-13.21,267.531,40.598
-13.18,268.97,40.931
-13.15,270.97,40.816
-13.12,272.304,40.793
-13.08,272.971,41.183
-13.05,274.199,41.469
-13.02,275.813,41.435
-12.99,277.182,41.446
-12.95,278.059,41.675
-12.92,279.147,41.778
-12.89,280.2,41.549
-12.86,280.516,41.458
-12.82,280.446,41.458
-12.79,280.446,41.446
-12.76,281.183,41.584
-12.73,282.376,41.492
-12.69,282.376,41.561
-12.66,282.481,41.973
-12.63,283.289,41.927
-12.6,284.096,41.973
-12.56,284.587,42.099
-12.53,284.692,41.916
-12.5,285.114,42.088
-12.47,286.272,42.214
-12.43,285.815,42.191
-12.4,283.569,42.592
-12.37,282.13,42.626
-12.34,282.095,42.454
-12.3,282.271,42.294
-12.27,281.253,42.214
-12.24,280.13,42.477
-12.21,280.095,42.615
-12.17,280.341,42.512
-12.14,279.884,42.408
-12.11,278.761,42.363
-12.08,277.954,42.191
-12.04,277.533,41.824
-12.01,276.831,41.549
-11.98,276.199,41.481
-11.95,275.638,41.274
-11.91,274.585,40.942
-11.88,273.111,40.644
-11.85,271.953,40.198
-11.82,270.303,39.819
-11.78,268.549,39.59
-11.75,267.075,39.35
-11.72,266.197,39.121
-11.69,265.179,39.006
-11.65,263.67,38.937
-11.62,262.091,38.708
-11.59,260.477,38.181
-11.55,258.371,37.7
-11.52,256.441,37.551
-11.49,255.318,37.471
-11.46,254.721,37.231
-11.42,253.458,37.311
-11.39,252.054,37.883
-11.36,251.106,37.952
-11.33,249.562,37.299
-11.29,247.807,36.921
-11.26,246.614,36.784
-11.23,245.351,36.268
-11.2,243.069,35.707
-11.16,239.876,35.18
-11.13,237.138,34.79
-11.1,235.84,34.676
-11.07,235.138,34.344
-11.03,233.067,33.954
-11.0,230.225,33.851
-10.97,228.54,33.656
-10.94,227.312,33.244
-10.9,225.697,32.958
-10.87,223.872,32.855
-10.84,222.047,32.465
-10.81,219.556,31.892
-10.77,217.029,31.491
-10.74,215.134,31.216
-10.71,213.94,30.781
-10.68,212.186,30.437
-10.64,209.869,30.254
-10.61,207.658,30.025
-10.58,205.623,29.727
-10.55,203.728,29.395
-10.51,201.692,28.971
-10.48,199.341,28.708
-10.45,197.305,28.478
-10.42,195.796,28.226
-10.38,194.112,27.963
-10.35,192.006,27.654
-10.32,189.655,27.218
-10.29,187.373,26.703
-10.25,185.092,26.176
-10.22,182.6,25.649
-10.19,179.793,25.179
-10.16,177.441,24.939
-10.12,175.616,24.549
-10.09,173.3,24.011
-10.06,169.931,23.472
-10.03,166.527,23.049
-9.99,163.789,22.556
-9.96,161.192,21.892
-9.93,158.315,21.422
-9.89,155.717,21.158
-9.86,153.261,20.631
-9.83,150.102,20.082
-9.8,146.768,19.646
-9.76,144.066,19.245
-9.73,141.679,18.764
-9.7,138.872,18.054
-9.67,135.187,17.664
-9.63,132.414,17.619
-9.6,130.379,17.206
-9.57,128.133,16.702
-9.54,125.22,16.301
-9.5,121.921,15.82
-9.47,118.411,15.133
-9.44,114.902,14.342
-9.41,111.147,13.495
-9.37,107.462,12.853
-9.34,104.198,12.28
-9.31,100.899,11.639
-9.28,97.003,11.043
-9.24,92.897,10.413
-9.21,88.931,9.863
-9.18,85.527,9.382
-9.15,82.298,9.004
-9.11,78.894,8.649
-9.08,75.595,8.282
-9.05,72.366,7.87
-9.02,69.348,7.526
-8.98,66.19,7.102
-8.95,63.136,6.61
-8.92,59.908,6.14
-8.89,56.819,5.693
-8.85,53.906,5.235
-8.82,50.783,4.8
-8.79,47.449,4.33
-8.76,43.974,3.803
-8.72,40.324,3.23
-8.69,36.534,2.807
-8.66,32.849,2.577
-8.63,28.848,2.131
-8.59,24.707,1.707
-8.56,21.057,1.546
-8.53,17.899,1.409
-8.5,14.424,1.088
-8.46,10.178,0.825
-8.43,5.861,0.538
-8.4,1.544,0.412
-8.37,-0.07,0.057
-8.33,-0.316,-0.962
-8.3,-0.877,-2.177
-8.27,-4.001,-3.116
-8.23,-8.493,-3.803
-8.2,-12.494,-4.697
-8.17,-16.039,-5.556
-8.14,-20.215,-6.255
-8.1,-25.128,-6.793
-8.07,-29.936,-7.206
-8.04,-34.113,-7.561
-8.01,-37.938,-7.824
-7.97,-41.518,-8.053
-7.94,-45.062,-8.351
-7.91,-48.326,-8.603
-7.88,-51.204,-8.809
-7.84,-54.047,-9.13
-7.81,-56.819,-9.577
-7.78,-59.872,-9.966
-7.75,-62.926,-10.344
-7.71,-66.049,-10.78
-7.68,-69.102,-11.181
-7.65,-72.121,-11.616
-7.62,-75.209,-12.017
-7.58,-78.508,-12.555
-7.55,-81.842,-13.128
-7.52,-85.141,-13.77
-7.49,-88.44,-14.423
-7.45,-92.02,-15.018
-7.42,-96.021,-15.385
-7.39,-99.986,-15.625
-7.36,-103.496,-16.003
-7.32,-106.795,-16.507
-7.29,-110.304,-16.92
-7.26,-113.954,-17.39
-7.23,-117.885,-17.916
-7.19,-121.605,-18.168
-7.16,-124.413,-18.386
-7.13,-127.01,-18.73
-7.1,-129.782,-19.119
-7.06,-133.116,-19.669
-7.03,-136.871,-20.288
-7.0,-140.591,-20.964
-6.97,-143.434,-21.227
-6.93,-145.75,-21.514
-6.9,-148.312,-21.811
-6.87,-151.611,-22.338
-6.84,-155.331,-22.785
-6.8,-157.893,-22.785
-6.77,-159.648,-23.163
-6.74,-163.052,-24.102
-6.71,-166.948,-24.148
-6.67,-168.773,-24.137
-6.64,-170.071,-24.721
-6.61,-173.055,-25.477
-6.57,-176.634,-25.431
-6.54,-178.74,-25.512
-6.51,-180.881,-26.29
-6.48,-184.46,-27.024
-6.44,-187.759,-27.104
-6.41,-189.339,-27.493
-6.38,-191.058,-28.089
-6.35,-193.831,-28.547
-6.31,-196.638,-28.238
-6.28,-197.446,-28.043
-6.25,-198.358,-28.57
-6.22,-201.096,-29.063
-6.18,-203.798,-28.96
-6.15,-204.991,-29.086
-6.12,-206.009,-29.567
-6.09,-207.939,-30.014
-6.05,-209.694,-29.979
-6.02,-210.571,-30.025
-5.99,-212.151,-30.632
-5.96,-214.993,-31.193
-5.92,-218.187,-31.824
-5.89,-220.714,-32.247
-5.86,-222.504,-32.385
-5.83,-224.118,-32.499
-5.79,-226.364,-32.797
-5.76,-228.575,-33.072
-5.73,-230.611,-33.278
-5.7,-232.295,-33.255
-5.66,-233.769,-33.565
-5.63,-235.384,-33.874
-5.6,-236.717,-33.828
-5.57,-237.805,-33.863
-5.53,-239.455,-34.275
-5.5,-241.701,-34.653
-5.47,-243.526,-34.745
-5.44,-243.982,-35.191
-5.4,-244.122,-35.902
-5.37,-245.421,-36.337
-5.34,-247.702,-36.612
-5.31,-249.878,-36.956
-5.27,-251.317,-37.448
-5.24,-252.721,-37.849
-5.21,-254.616,-38.25
-5.18,-257.143,-38.525
-5.14,-259.424,-38.708
-5.11,-260.687,-38.903
-5.08,-261.635,-39.086
-5.05,-262.933,-39.098
-5.01,-264.723,-39.098
-4.98,-266.373,-39.041
-4.95,-267.39,-39.063
-4.91,-268.233,-39.315
-4.88,-269.601,-39.51
-4.85,-270.97,-39.556
-4.82,-271.707,-39.648
-4.78,-272.234,-39.911
-4.75,-273.006,-40.049
-4.72,-274.023,-40.06
-4.69,-275.252,-40.232
-4.65,-276.55,-40.45
-4.62,-277.638,-40.69
-4.59,-278.551,-40.805
-4.56,-279.323,-40.816
-4.52,-279.99,-40.736
-4.49,-280.27,-40.736
-4.46,-280.937,-40.747
-4.43,-281.744,-40.885
-4.39,-280.902,-41.664
-4.36,-279.674,-42.683
-4.33,-280.411,-43.107
-4.3,-282.095,-43.073
-4.26,-282.587,-43.096
-4.23,-281.99,-43.291
-4.2,-281.92,-43.359
-4.17,-283.008,-43.417
-4.13,-283.675,-43.107
-4.1,-284.026,-43.451
-4.07,-284.447,-43.462
-4.04,-284.341,-43.439
-4.0,-283.885,-43.279
-3.97,-282.797,-42.718
-3.94,-282.271,-42.615
-3.91,-283.113,-42.718
-3.87,-283.955,-42.477
-3.84,-282.973,-42.134
-3.81,-281.218,-41.927
-3.78,-280.025,-41.515
-3.74,-279.253,-40.954
-3.71,-278.059,-40.621
-3.68,-276.901,-40.553
-3.65,-276.094,-40.507
-3.61,-275.392,-40.427
-3.58,-274.409,-40.289
-3.55,-272.865,-40.094
-3.52,-271.005,-39.705
-3.48,-269.426,-39.258
-3.45,-267.952,-38.937
-3.42,-266.127,-39.052
-3.39,-264.723,-39.338
-3.35,-264.021,-39.338
-3.32,-263.425,-39.247
-3.29,-262.372,-39.189
-3.25,-260.933,-38.754
-3.22,-258.862,-38.239
-3.19,-256.686,-38.055
-3.16,-255.318,-38.044
-3.12,-254.51,-37.906
-3.09,-253.703,-37.723
-3.06,-252.335,-37.609
-3.03,-250.299,-37.483
-2.99,-247.983,-37.013
-2.96,-246.298,-36.497
-2.93,-245.316,-36.028
-2.9,-243.947,-35.695
-2.86,-241.56,-35.478
-2.83,-239.174,-35.295
-2.8,-237.419,-35.088
-2.77,-236.261,-34.848
-2.73,-234.717,-34.355
-2.7,-232.05,-34.057
-2.67,-229.698,-33.874
-2.64,-228.68,-33.416
-2.6,-227.663,-33.049
-2.57,-226.224,-32.912
-2.54,-224.539,-32.74
-2.51,-222.433,-32.511
-2.47,-220.082,-32.041
-2.44,-217.766,-31.617
-2.41,-215.765,-31.4
-2.38,-213.905,-31.262
-2.34,-212.221,-31.067
-2.31,-210.641,-30.815
-2.28,-209.097,-30.598
-2.25,-207.553,-30.22
-2.21,-205.026,-29.647
-2.18,-202.078,-29.189
-2.15,-200.008,-28.788
-2.12,-198.288,-28.364
-2.08,-196.358,-28.043
-2.05,-194.287,-27.791
-2.02,-192.111,-27.425
-1.99,-189.83,-26.909
-1.95,-187.057,-26.336
-1.92,-184.215,-25.878
-1.89,-181.723,-25.34
-1.86,-179.301,-24.847
-1.82,-177.02,-24.561
-1.79,-174.844,-24.263
-1.76,-172.072,-23.793
-1.73,-169.054,-23.335
-1.69,-166.246,-22.865
-1.66,-163.684,-22.35
