Trigger_Date,2023/09/13
Trigger_Time,T 10:38:35.074 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.553
Time (ms),Voltage (V),Current (A)
-16.67,0.105,0.011
-16.63,0.07,0.011
-16.6,0.105,0.023
-16.57,0.105,0.023
-16.54,0.105,0.023
-16.5,0.105,0.023
-16.47,0.07,0.011
-16.44,0.07,0.023
-16.41,0.07,0.023
-16.37,0.07,0.011
-16.34,0.105,0.011
-16.31,0.105,0.023
-16.28,0.07,0.023
-16.24,0.105,0.011
-16.21,0.105,0.011
-16.18,0.07,0.023
-16.15,0.105,0.023
-16.11,0.07,0.011
-16.08,0.07,0.011
-16.05,0.07,0.023
-16.02,0.105,0.023
-15.98,0.07,0.023
-15.95,0.105,0.011
-15.92,0.07,0.011
-15.89,0.07,0.023
-15.85,0.105,0.023
-15.82,0.105,0.011
-15.79,0.105,0.023
-15.76,0.07,0.011
-15.72,0.07,0.023
-15.69,0.07,0.023
-15.66,0.07,0.023
-15.63,0.07,0.011
-15.59,0.105,0.023
-15.56,0.105,0.023
-15.53,0.105,0.011
-15.5,0.105,0.023
-15.46,0.07,0.023
-15.43,0.07,0.023
-15.4,0.07,0.023
-15.37,0.07,0.023
-15.33,0.105,0.023
-15.3,0.07,0.011
-15.27,0.07,0.011
-15.23,0.07,0.023
-15.2,0.07,0.023
-15.17,0.14,0.023
-15.14,0.105,0.011
-15.1,0.105,0.011
-15.07,0.14,0.023
-15.04,0.07,0.023
-15.01,0.07,0.011
-14.97,0.07,0.023
-14.94,0.07,0.011
-14.91,0.105,0.011
-14.88,0.105,0.023
-14.84,0.105,0.023
-14.81,0.14,0.011
-14.78,0.105,0.023
-14.75,0.105,0.011
-14.71,0.105,0.011
-14.68,0.105,0.023
-14.65,0.07,0.023
-14.62,0.07,0.023
-14.58,0.07,0.023
-14.55,0.07,0.023
-14.52,0.105,0.023
-14.49,0.035,0.023
-14.45,0.105,0.023
-14.42,0.07,0.023
-14.39,0.07,0.011
-14.36,0.105,0.023
-14.32,0.07,0.011
-14.29,0.105,0.011
-14.26,0.07,0.023
-14.23,0.105,0.023
-14.19,0.07,0.023
-14.16,0.07,0.023
-14.13,0.07,0.023
-14.1,0.07,0.011
-14.06,0.105,0.023
-14.03,0.07,0.023
-14.0,0.07,0.023
-13.97,0.07,0.023
-13.93,0.07,0.023
-13.9,0.105,0.011
-13.87,0.105,0.011
-13.84,0.105,0.023
-13.8,0.07,0.011
-13.77,0.07,0.011
-13.74,0.07,0.011
-13.7,0.14,0.011
-13.67,0.07,0.023
-13.64,0.105,0.023
-13.61,0.105,0.023
-13.57,0.07,0.011
-13.54,0.07,0.023
-13.51,0.07,0.023
-13.48,0.105,0.011
-13.44,0.07,0.023
-13.41,0.07,0.023
-13.38,0.07,0.011
-13.35,0.07,0.023
-13.31,0.07,0.023
-13.28,0.105,0.011
-13.25,0.07,0.011
-13.22,0.07,0.011
-13.18,0.105,0.023
-13.15,0.07,0.023
-13.12,0.07,0.0
-13.09,0.105,0.011
-13.05,0.14,0.023
-13.02,0.105,0.023
-12.99,0.07,0.023
-12.96,0.105,0.023
-12.92,0.07,0.011
-12.89,0.105,0.023
-12.86,0.105,0.011
-12.83,0.105,0.011
-12.79,0.07,0.023
-12.76,0.07,0.023
-12.73,0.105,0.023
-12.7,0.105,0.011
-12.66,0.105,0.011
-12.63,0.105,0.011
-12.6,0.07,0.023
-12.57,0.07,0.023
-12.53,0.07,0.011
-12.5,0.105,0.023
-12.47,0.105,0.023
-12.44,0.105,0.011
-12.4,0.07,0.023
-12.37,0.07,0.023
-12.34,0.105,0.023
-12.31,0.07,0.023
-12.27,0.105,0.023
-12.24,0.105,0.023
-12.21,0.07,0.011
-12.17,0.07,0.023
-12.14,0.07,0.023
-12.11,0.07,0.011
-12.08,0.07,0.011
-12.04,0.105,0.011
-12.01,0.07,0.011
-11.98,0.105,0.023
-11.95,0.105,0.011
-11.91,0.105,0.011
-11.88,0.07,0.023
-11.85,0.07,0.023
-11.82,0.07,0.023
-11.78,0.105,0.023
-11.75,0.105,0.023
-11.72,0.07,0.023
-11.69,0.105,0.023
-11.65,0.07,0.023
-11.62,0.07,0.011
-11.59,0.035,0.023
-11.56,0.105,0.023
-11.52,0.105,0.023
-11.49,0.07,0.023
-11.46,0.105,0.023
-11.43,0.105,0.023
-11.39,0.105,0.023
-11.36,0.105,0.023
-11.33,0.07,0.023
-11.3,0.105,0.023
-11.26,0.105,0.011
-11.23,0.105,0.023
-11.2,0.07,0.023
-11.17,0.105,0.011
-11.13,0.07,0.023
-11.1,0.105,0.011
-11.07,0.105,0.011
-11.04,0.175,0.023
-11.0,0.07,0.011
-10.97,0.105,0.023
-10.94,0.07,0.023
-10.91,0.105,0.011
-10.87,0.105,0.023
-10.84,0.07,0.023
-10.81,0.105,0.011
-10.78,0.07,0.023
-10.74,0.07,0.011
-10.71,0.105,0.023
-10.68,0.105,0.011
-10.64,0.105,0.023
-10.61,0.105,0.011
-10.58,0.07,0.023
-10.55,0.105,0.011
-10.51,0.105,0.023
-10.48,0.07,0.023
-10.45,0.07,0.011
-10.42,0.14,0.023
-10.38,0.07,0.023
-10.35,0.07,0.023
-10.32,0.105,0.023
-10.29,0.105,0.023
-10.25,0.07,0.011
-10.22,0.07,0.023
-10.19,0.07,0.023
-10.16,0.105,0.023
-10.12,0.07,0.023
-10.09,0.105,0.011
-10.06,0.07,0.023
