Trigger_Date,2023/09/13
Trigger_Time,T 08:33:01.423 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.535
Time (ms),Voltage (V),Current (A)
-16.66,-0.597,-0.71
-16.63,-0.983,-1.97
-16.59,-4.036,-2.933
-16.56,-8.388,-3.735
-16.53,-11.862,-4.926
-16.5,-14.284,-6.094
-16.46,-17.232,-6.828
-16.43,-21.408,-7.48
-16.4,-26.321,-8.374
-16.36,-31.059,-9.096
-16.33,-34.744,-9.611
-16.3,-39.166,-10.195
-16.27,-44.08,-10.768
-16.23,-47.343,-10.425
-16.2,-48.431,-10.161
-16.17,-50.677,-10.734
-16.14,-55.099,-10.848
-16.1,-58.223,-10.619
-16.07,-59.416,-11.204
-16.04,-61.873,-11.753
-16.01,-65.382,-12.051
-15.97,-68.752,-12.624
-15.94,-71.875,-13.403
-15.91,-75.034,-13.987
-15.88,-78.157,-14.526
-15.84,-81.631,-15.19
-15.81,-85.597,-15.9
-15.78,-89.949,-16.427
-15.75,-93.985,-16.714
-15.71,-97.495,-16.977
-15.68,-100.583,-17.264
-15.65,-104.057,-17.47
-15.62,-107.777,-17.55
-15.58,-110.76,-17.939
-15.55,-113.533,-18.512
-15.52,-116.586,-19.062
-15.49,-119.604,-19.555
-15.45,-122.868,-19.978
-15.42,-126.167,-20.414
-15.39,-129.782,-20.677
-15.36,-132.73,-20.815
-15.32,-135.117,-21.239
-15.29,-138.345,-21.605
-15.26,-141.609,-21.937
-15.23,-143.925,-22.315
-15.19,-145.926,-22.774
-15.16,-148.979,-23.266
-15.13,-152.629,-23.667
-15.1,-155.542,-23.965
-15.06,-157.858,-24.481
-15.03,-161.122,-25.053
-15.0,-164.561,-25.374
-14.97,-167.439,-25.66
-14.93,-169.826,-26.038
-14.9,-172.493,-26.405
-14.87,-175.195,-26.657
-14.84,-177.687,-26.966
-14.8,-180.179,-27.574
-14.77,-183.372,-28.1
-14.74,-186.356,-28.352
-14.71,-188.426,-28.582
-14.67,-190.392,-28.799
-14.64,-192.532,-28.845
-14.61,-194.287,-28.948
-14.58,-196.007,-29.177
-14.54,-197.902,-29.544
-14.51,-200.394,-29.876
-14.48,-202.605,-30.162
-14.45,-204.359,-30.414
-14.41,-206.044,-30.655
-14.38,-207.799,-30.815
-14.35,-209.975,-31.01
-14.32,-212.08,-31.308
